,id,total_sold,avg_sold_price,max_sold_price,types,rarity,skin,traits,total_traits,marcador
2984,2984,3.0,6.433333333333334,10.5,Female,2267,Mid,"Hot Lipstick,Red Mohawk,Regular Shades",3,1
2986,2986,7.0,6.315714285714285,20.49,Male,5606,Light,"Earring,Handlebars,Messy Hair",3,1
2987,2987,1.0,0.12,0.12,Male,6582,Dark,"Mustache,Shaved Head",2,1
2989,2989,8.0,19.172500000000003,24.34,Male,7551,Dark,"Horned Rim Glasses,Shaved Head",2,1
2991,2991,1.0,0.07,0.07,Male,6053,Mid,"Front Beard,Mohawk Thin",2,1
2994,2994,2.0,4.33,8.5,Female,1179,Dark,"Blonde Short,Hot Lipstick,Nerd Glasses",3,1
2995,2995,2.0,1.575,2.0,Male,4501,Dark,Eye Patch,1,1
2996,2996,2.0,11.56,22.96,Male,5483,Dark,"Do-rag,Handlebars",2,1
2997,2997,3.0,18.666666666666668,55.0,Female,2572,Dark,"Clown Eyes Green,Clown Hair Green",2,1
2998,2998,10.0,1.5219999999999998,2.8,Male,3881,Mid,"Earring,Fedora,Shadow Beard",3,1
2999,2999,7.0,10.782857142857143,20.5,Male,5156,Mid,"Eye Patch,Front Beard Dark,Stringy Hair",3,1
3000,3000,3.0,10.983333333333334,13.85,Male,7044,Mid,"Frumpy Hair,Normal Beard",2,1
3001,3001,1.0,23.99,23.99,Male,2328,Dark,"Nerd Glasses,Vampire Hair",2,1
3002,3002,3.0,0.22666666666666666,0.3,Female,5394,Dark,"Mohawk,Purple Eye Shadow",2,1
3003,3003,2.0,12.4,24.5,Male,5975,Dark,"Do-rag,Front Beard",2,1
3004,3004,2.0,22.0,24.5,Female,9219,Mid,"Earring,Mohawk,Nerd Glasses,Purple Lipstick",4,1
3007,3007,2.0,52.5,60.0,Male,6514,Mid,"3D Glasses,Wild Hair",2,1
3008,3008,5.0,23.22,32.0,Female,3699,Dark,"Horned Rim Glasses,Tassle Hat",2,1
3009,3009,2.0,83.5,99.0,Male,3352,Dark,"Big Shades,Cigarette,Earring,Normal Beard,Peak Spike",5,1
3010,3010,6.0,11.03,24.0,Male,2261,Mid,"Shadow Beard,Vampire Hair",2,1
3011,3011,4.0,283.0,667.0,Male,23,Dark,"Earring,Frown,Normal Beard,Pipe,Small Shades,Vampire Hair",6,1
3013,3013,2.0,0.9450000000000001,0.99,Male,3406,Mid,"Chinstrap,Gold Chain,Stringy Hair",3,1
3015,3015,3.0,22.75,60.0,Female,447,Mid,"Crazy Hair,Hot Lipstick,Welding Goggles",3,1
3018,3018,2.0,23.945,25.99,Male,7053,Albino,"Cigarette,Normal Beard,Wild Hair",3,1
3020,3020,2.0,23.6,24.2,Male,6315,Mid,"Cigarette,Do-rag,Luxurious Beard",3,1
3021,3021,3.0,20.833333333333332,24.5,Male,5507,Mid,"Handlebars,Messy Hair,VR",3,1
3022,3022,1.0,47.0,47.0,Male,4946,Light,"Clown Eyes Green,Hoodie",2,1
3023,3023,1.0,1.4,1.4,Male,9896,Mid,"Bandana,Earring,Shadow Beard",3,1
3024,3024,1.0,35.0,35.0,Male,7979,Albino,"Frumpy Hair,VR",2,1
3025,3025,1.0,23.99,23.99,Female,8493,Dark,"Clown Eyes Blue,Hot Lipstick,Knitted Cap",3,1
3028,3028,3.0,10.36,15.0,Male,9746,Albino,"Bandana,Eye Patch,Shadow Beard",3,1
3029,3029,1.0,0.17,0.17,Female,1994,Light,"Blue Eye Shadow,Earring,Red Mohawk",3,1
3030,3030,1.0,30.0,30.0,Female,8586,Mid,"Clown Eyes Blue,Stringy Hair",2,1
3033,3033,7.0,8.577142857142857,22.9,Male,7503,Mid,"Cigarette,Do-rag,Shadow Beard",3,1
3034,3034,2.0,2.185,4.25,Female,5827,Dark,"Bandana,Green Eye Shadow,Hot Lipstick",3,1
3037,3037,1.0,0.12,0.12,Female,2400,Dark,"Blonde Bob,Hot Lipstick",2,1
3039,3039,2.0,4.995,8.99,Male,4797,Dark,"Frown,Hoodie,Mustache",3,1
3040,3040,1.0,0.1,0.1,Male,5100,Mid,"Front Beard Dark,Knitted Cap,Nerd Glasses",3,1
3041,3041,1.0,0.14,0.14,Male,3174,Mid,"Mustache,Purple Hair",2,1
3042,3042,4.0,6.819999999999999,14.0,Female,8519,Dark,"Black Lipstick,Clown Eyes Blue,Mohawk",3,1
3044,3044,4.0,6.5875,18.0,Female,2606,Mid,"Classic Shades,Straight Hair Dark",2,1
3045,3045,1.0,0.33,0.33,Male,7783,Light,"Horned Rim Glasses,Peak Spike,Shadow Beard",3,1
3046,3046,1.0,0.28,0.28,Male,8156,Light,"Cap,Classic Shades,Earring",3,1
3047,3047,2.0,5.85,6.2,Male,9507,Light,"Earring,Shadow Beard,Wild Hair",3,1
3048,3048,4.0,13.3975,27.0,Male,8437,Light,"Clown Eyes Green,Messy Hair",2,1
3049,3049,2.0,7.095000000000001,7.19,Male,4908,Light,"Goat,Hoodie",2,1
3050,3050,2.0,21.95,22.0,Female,9808,Mid,"Horned Rim Glasses,Stringy Hair",2,1
3052,3052,1.0,30.0,30.0,Male,3524,Light,"Cap,Medical Mask,Normal Beard Black",3,1
3054,3054,2.0,2.5,4.88,Male,8311,Mid,"Messy Hair,Small Shades",2,1
3056,3056,6.0,12.033333333333333,31.0,Male,4713,Albino,"Cap Forward,Earring,Small Shades",3,1
3059,3059,2.0,20.5,24.5,Female,8706,Dark,"Earring,Headband",2,1
3060,3060,2.0,18.0,25.0,Female,602,Albino,Pigtails,1,1
3062,3062,2.0,0.07500000000000001,0.1,Male,6319,Light,"Earring,Luxurious Beard,Shaved Head",3,1
3064,3064,1.0,40.99,40.99,Male,1459,Light,"Cowboy Hat,Earring,Horned Rim Glasses",3,1
3067,3067,3.0,3.813333333333333,5.55,Male,7214,Dark,"Do-rag,Earring,Goat,Horned Rim Glasses",4,1
3069,3069,1.0,0.33,0.33,Male,8846,Dark,"Eye Patch,Knitted Cap",2,1
3070,3070,1.0,0.15,0.15,Male,9336,Light,"Earring,Mohawk Thin",2,1
3072,3072,1.0,0.35,0.35,Male,7548,Mid,"Big Shades,Earring,Shaved Head",3,1
3073,3073,2.0,2.795,5.5,Male,1797,Light,"Bandana,Big Beard,Eye Mask",3,1
3074,3074,1.0,8.0,8.0,Male,329,Mid,"Buck Teeth,Earring,Purple Hair,Vape",4,1
3075,3075,2.0,0.595,0.79,Male,7082,Light,"Do-rag,Eye Mask,Pipe",3,1
3077,3077,1.0,54.0,54.0,Male,1448,Light,"Classic Shades,Cowboy Hat",2,1
3080,3080,6.0,3.396666666666667,5.0,Male,4614,Light,"Cap Forward,Earring,Front Beard",3,1
3081,3081,8.0,12.352500000000001,21.97,Male,8856,Light,"Classic Shades,Knitted Cap",2,1
3082,3082,2.0,2.85,4.5,Female,8361,Light,"Black Lipstick,Clown Eyes Green,Mohawk Dark",3,1
3083,3083,5.0,21.619999999999997,30.0,Male,1382,Dark,"Chinstrap,Cowboy Hat",2,1
3084,3084,2.0,29.994999999999997,32.0,Female,1068,Light,"Black Lipstick,Mohawk Dark,Regular Shades,Rosy Cheeks",4,1
3085,3085,1.0,15.0,15.0,Male,6767,Mid,"Earring,Frumpy Hair,Normal Beard Black,VR",4,1
3086,3086,4.0,7.7725,25.9,Male,8171,Mid,"Cap,Mole,Regular Shades",3,1
3091,3091,2.0,14.72,25.0,Male,7603,Albino,"Classic Shades,Muttonchops,Peak Spike",3,1
3092,3092,2.0,10.725,20.0,Female,5735,Light,"Green Eye Shadow,Headband",2,1
3094,3094,3.0,0.4566666666666667,0.5,Male,371,Light,"Buck Teeth,Classic Shades,Muttonchops,Stringy Hair",4,1
3095,3095,2.0,5.495,5.99,Male,6817,Mid,"Cigarette,Knitted Cap,Normal Beard Black",3,1
3096,3096,2.0,3.04,3.59,Female,684,Mid,"Clown Eyes Blue,Earring,Pink With Hat,Vape",4,1
3097,3097,4.0,15.4725,22.99,Male,3993,Mid,"Earring,Normal Beard,Police Cap",3,1
3099,3099,2.0,2.305,4.11,Male,925,Light,"Bandana,Chinstrap,Earring,Spots",4,1
3100,3100,2.0,2104.0,4200.0,Alien,15,Alien,Headband,1,1
3102,3102,1.0,19.9,19.9,Female,702,Mid,"Clown Eyes Green,Pink With Hat",2,1
3104,3104,8.0,0.8475,1.3,Male,9006,Dark,"Horned Rim Glasses,Mohawk Dark",2,1
3106,3106,8.0,62.6225,240.0,Male,84,Dark,"Beanie,Shadow Beard",2,1
3107,3107,3.0,33.0,60.0,Male,55,Dark,"Beanie,Big Beard,Earring",3,1
3109,3109,2.0,23.490000000000002,32.99,Female,8201,Mid,"Cap,Nerd Glasses,Purple Lipstick",3,1
3110,3110,2.0,0.24,0.3,Female,8596,Dark,"Bandana,Clown Eyes Blue,Earring",3,1
3111,3111,1.0,16.4,16.4,Female,8048,Albino,Knitted Cap,1,1
3113,3113,5.0,19.884,23.97,Female,3035,Dark,"Clown Eyes Blue,Dark Hair,Purple Lipstick",3,1
3114,3114,8.0,9.188749999999999,23.99,Male,8855,Dark,"Classic Shades,Knitted Cap",2,1
3115,3115,1.0,0.3,0.3,Male,7307,Mid,"Goat,Mohawk Thin,Regular Shades",3,1
3117,3117,1.0,0.1,0.1,Male,5275,Light,"Crazy Hair,Frown,Regular Shades",3,1
3118,3118,1.0,23.97,23.97,Female,8934,Mid,"Hot Lipstick,Knitted Cap",2,1
3119,3119,1.0,0.17,0.17,Female,1303,Dark,"Black Lipstick,Horned Rim Glasses,Wild White Hair",3,1
3120,3120,3.0,5.62,9.66,Male,3493,Mid,"Cap Forward,Front Beard Dark,Medical Mask",3,1
3121,3121,1.0,0.29,0.29,Male,7195,Light,"Eye Mask,Stringy Hair",2,1
3125,3125,6.0,10.813333333333333,27.25,Female,2240,Light,"Classic Shades,Half Shaved,Purple Lipstick",3,1
3126,3126,2.0,25.865000000000002,49.99,Female,4575,Light,"Black Lipstick,Earring",2,1
3128,3128,1.0,4.87,4.87,Male,9631,Albino,"Earring,Messy Hair,Regular Shades",3,1
3129,3129,2.0,31.25,32.5,Male,2052,Dark,"Chinstrap,Vampire Hair,VR",3,1
3130,3130,1.0,0.2,0.2,Male,1006,Mid,"Earring,Mohawk Dark,Muttonchops,Rosy Cheeks,Small Shades",5,1
3132,3132,1.0,0.08,0.08,Male,7567,Albino,"Nerd Glasses,Shaved Head",2,1
3133,3133,3.0,10.81,22.49,Male,5094,Light,"Crazy Hair,Front Beard Dark",2,1
3134,3134,2.0,7.65,15.3,Male,3440,Mid,"Crazy Hair,Gold Chain,Regular Shades",3,1
3136,3136,1.0,0.05,0.05,Male,1035,Dark,"3D Glasses,Headband,Rosy Cheeks",3,1
3137,3137,1.0,27.0,27.0,Male,7061,Mid,"Big Shades,Messy Hair,Normal Beard",3,1
3139,3139,3.0,12.833333333333334,15.0,Female,658,Dark,"Big Shades,Pink With Hat,Spots",3,1
3140,3140,2.0,2.13,4.0,Female,9257,Light,"Black Lipstick,Mohawk Thin",2,1
3141,3141,1.0,3.14,3.14,Male,6844,Mid,"Mohawk Thin,Nerd Glasses,Normal Beard Black",3,1
3142,3142,2.0,17.06,19.49,Male,7210,Light,"Do-rag,Goat,Small Shades",3,1
3143,3143,6.0,1.5499999999999998,3.15,Male,5479,Dark,"Earring,Handlebars,Shaved Head",3,1
3144,3144,5.0,6.08,14.0,Male,1403,Dark,"Cowboy Hat,Normal Beard Black",2,1
3145,3145,4.0,10.1525,22.0,Male,7459,Albino,"Do-rag,Eye Patch,Mole",3,1
3146,3146,1.0,0.11,0.11,Male,5874,Mid,"Peak Spike,Vape",2,1
3149,3149,1.0,1.05,1.05,Female,5384,Mid,"Black Lipstick,Mohawk,Purple Eye Shadow",3,1
3150,3150,3.0,20.28333333333333,21.97,Male,9085,Dark,"Eye Patch,Mohawk",2,1
3152,3152,4.0,2.5949999999999998,4.93,Male,5332,Dark,"Bandana,Frown,Regular Shades",3,1
3153,3153,1.0,0.16,0.16,Female,1640,Dark,"Classic Shades,Straight Hair Blonde",2,1
3155,3155,1.0,8.14,8.14,Female,3087,Mid,"Black Lipstick,Cigarette,Dark Hair",3,1
3156,3156,2.0,0.525,0.65,Male,5014,Mid,"Cigarette,Eye Mask,Front Beard Dark,Mohawk",4,1
3157,3157,3.0,27.66,40.0,Male,7515,Light,"Shadow Beard,Shaved Head",2,1
3159,3159,5.0,0.7739999999999999,1.43,Male,5524,Mid,"Handlebars,Small Shades,Wild Hair",3,1
3160,3160,2.0,39.75,40.0,Male,858,Dark,"Earring,Top Hat",2,1
3161,3161,7.0,2.9899999999999998,6.99,Male,7164,Mid,"Eye Mask,Mohawk",2,1
3162,3162,2.0,12.31,24.5,Female,5813,Mid,"Green Eye Shadow,Messy Hair",2,1
3165,3165,1.0,1.0,1.0,Female,1605,Dark,"Clown Eyes Green,Wild Blonde",2,1
3166,3166,8.0,4.38625,22.28,Female,8915,Dark,"Black Lipstick,Knitted Cap",2,1
3168,3168,3.0,20.523333333333333,20.97,Male,6140,Dark,"Chinstrap,Do-rag",2,1
3169,3169,6.0,6.438333333333333,12.9,Male,5326,Dark,"Frown,Messy Hair",2,1
3171,3171,1.0,0.09,0.09,Male,4545,Mid,"Cigarette,Small Shades",2,1
3172,3172,3.0,2.7999999999999994,3.45,Male,5330,Dark,"Frown,Stringy Hair",2,1
3173,3173,4.0,10.595,19.85,Male,4583,Dark,"Cap Forward,Front Beard Dark,Horned Rim Glasses,Mole",4,1
3174,3174,1.0,0.39,0.39,Male,1071,Mid,"Mohawk Dark,Rosy Cheeks",2,1
3175,3175,8.0,13.709999999999999,25.0,Male,6923,Light,"Normal Beard,Shaved Head",2,1
3177,3177,1.0,0.35,0.35,Male,2457,Dark,"Clown Hair Green,Frown,Luxurious Beard",3,1
3178,3178,2.0,14.0,20.0,Female,1259,Light,"3D Glasses,Purple Lipstick,Wild White Hair",3,1
3179,3179,6.0,6.675,21.9,Female,5785,Light,"Green Eye Shadow,Mohawk",2,1
3182,3182,1.0,0.15,0.15,Male,1057,Light,"Cap,Rosy Cheeks",2,1
3184,3184,1.0,0.45,0.45,Male,5317,Light,"Frown,Regular Shades,Shadow Beard,Wild Hair",4,1
3185,3185,3.0,0.7633333333333333,1.5,Female,9707,Light,"Earring,Messy Hair,Purple Lipstick",3,1
3186,3186,1.0,21.0,21.0,Male,8764,Dark,"Crazy Hair,Horned Rim Glasses",2,1
3188,3188,1.0,27.0,27.0,Male,3148,Light,"Front Beard,Purple Hair",2,1
3189,3189,1.0,21.49,21.49,Male,5589,Dark,"Frumpy Hair,Handlebars",2,1
3192,3192,4.0,10.75,17.5,Male,4096,Dark,"Clown Nose,Front Beard Dark,Knitted Cap",3,1
3193,3193,5.0,0.316,0.53,Male,7668,Mid,"Clown Eyes Green,Peak Spike",2,1
3194,3194,2.0,30.494999999999997,30.99,Male,4621,Mid,"Big Shades,Cap Forward,Chinstrap,Earring",4,1
3195,3195,1.0,21.98,21.98,Male,5130,Light,"Front Beard Dark,Mohawk Thin",2,1
3196,3196,1.0,0.2,0.2,Male,3357,Dark,"Cigarette,Earring,Goat,Horned Rim Glasses,Knitted Cap",5,1
3197,3197,1.0,80.0,80.0,Male,764,Mid,"Regular Shades,Smile,Top Hat",3,1
3199,3199,8.0,5.0525,25.0,Male,5903,Dark,"Knitted Cap,Mole,Vape",3,1
3201,3201,2.0,1.675,2.1,Female,1526,Light,"Blue Eye Shadow,Purple Lipstick,Straight Hair Blonde",3,1
3202,3202,2.0,21.0,24.0,Female,5404,Albino,"Frumpy Hair,Purple Eye Shadow",2,1
3203,3203,1.0,23.4,23.4,Male,6578,Dark,"Cigarette,Mustache,Shaved Head",3,1
3204,3204,1.0,0.09,0.09,Male,7618,Dark,"Classic Shades,Peak Spike,Pipe",3,1
3205,3205,1.0,0.14,0.14,Male,7696,Dark,"Classic Shades,Earring,Mohawk Dark,Muttonchops",4,1
3206,3206,3.0,12.193333333333333,28.0,Male,3463,Dark,"Gold Chain,Messy Hair",2,1
3207,3207,2.0,1.1,1.2,Female,4408,Mid,"Blue Eye Shadow,Cigarette,Earring",3,1
3208,3208,1.0,18.88,18.88,Male,2644,Mid,"Clown Hair Green,Horned Rim Glasses",2,1
3213,3213,1.0,14.6,14.6,Male,9080,Dark,"Earring,Eye Patch,Mohawk Thin",3,1
3214,3214,1.0,0.25,0.25,Female,9016,Light,"Cigarette,Earring,Mohawk Dark,Nerd Glasses",4,1
3215,3215,4.0,4.375,6.66,Male,8956,Dark,"Eye Patch,Mohawk Dark",2,1
3217,3217,2.0,10.65,15.5,Male,6254,Albino,"Big Shades,Chinstrap,Earring,Stringy Hair",4,1
3218,3218,7.0,15.350000000000003,21.5,Male,9357,Dark,"Classic Shades,Earring,Frumpy Hair",3,1
3219,3219,2.0,0.305,0.48,Female,9255,Dark,"Black Lipstick,Mohawk",2,1
3221,3221,2.0,5.9399999999999995,6.99,Female,5917,Mid,"Black Lipstick,Earring,Mohawk,Vape",4,1
3222,3222,1.0,7.1,7.1,Female,9008,Light,"Big Shades,Mohawk Dark",2,1
3223,3223,5.0,6.603999999999999,23.0,Male,7175,Albino,"Cigarette,Eye Mask,Wild Hair",3,1
3224,3224,2.0,13.625,15.25,Male,7021,Mid,"Cigarette,Mohawk Thin,Normal Beard",3,1
3225,3225,1.0,28.49,28.49,Female,2964,Light,"Earring,Messy Hair,Mole,Silver Chain",4,1
3226,3226,6.0,11.188333333333333,20.65,Male,7382,Mid,"Do-rag,Muttonchops,Nerd Glasses",3,1
3227,3227,6.0,16.925,26.0,Female,2829,Mid,"Earring,Nerd Glasses,Straight Hair",3,1
3228,3228,4.0,7.2775,22.98,Male,6129,Light,"Chinstrap,Do-rag,Eye Patch",3,1
3229,3229,1.0,25.97,25.97,Male,4662,Light,"Cap Forward,Earring,Normal Beard,Small Shades",4,1
3230,3230,2.0,37.5,49.0,Female,990,Light,"Half Shaved,Rosy Cheeks",2,1
3231,3231,1.0,0.15,0.15,Female,2739,Dark,"Purple Eye Shadow,Straight Hair",2,1
3232,3232,1.0,0.49,0.49,Male,6445,Mid,"3D Glasses,Mohawk Dark",2,1
3233,3233,1.0,0.39,0.39,Male,4963,Mid,"Big Shades,Hoodie,Shadow Beard",3,1
3234,3234,4.0,4.6674999999999995,9.55,Male,5605,Albino,"Handlebars,Messy Hair",2,1
3235,3235,3.0,6.046666666666667,18.0,Male,7068,Dark,"Normal Beard,Stringy Hair",2,1
3237,3237,2.0,24.985,29.97,Male,6235,Albino,"Chinstrap,Cigarette,Earring,Wild Hair",4,1
3238,3238,4.0,4.0,10.88,Male,9633,Dark,"Earring,Messy Hair,Regular Shades",3,1
3239,3239,2.0,10.565,21.0,Male,7561,Mid,"Horned Rim Glasses,Shaved Head",2,1
3241,3241,1.0,0.06,0.06,Female,9290,Mid,"Mohawk,Purple Lipstick",2,1
3242,3242,2.0,0.98,0.99,Male,6146,Mid,"Chinstrap,Classic Shades,Earring,Peak Spike",4,1
3243,3243,1.0,21.5,21.5,Male,8511,Dark,"Clown Eyes Blue,Mohawk Dark",2,1
3245,3245,4.0,14.0,30.0,Male,7409,Dark,"Cigarette,Do-rag,VR",3,1
3246,3246,4.0,9.5625,26.0,Female,2674,Light,"Clown Hair Green,Mole",2,1
3247,3247,1.0,1.8,1.8,Female,9715,Light,"Earring,Hot Lipstick,Messy Hair",3,1
3249,3249,1.0,7.5,7.5,Male,7216,Light,"Do-rag,Earring,Goat,Nerd Glasses",4,1
3250,3250,2.0,10.425,15.0,Male,4322,Light,"Crazy Hair,Horned Rim Glasses,Smile",3,1
3253,3253,2.0,0.35,0.4,Female,2520,Mid,"3D Glasses,Purple Lipstick,Straight Hair Dark",3,1
3254,3254,2.0,3.495,4.99,Female,3097,Dark,"Cigarette,Dark Hair,Earring,Purple Lipstick",4,1
3255,3255,3.0,14.92,23.5,Male,5921,Light,"Earring,Mohawk Thin,Vape",3,1
3256,3256,2.0,1.5,1.75,Male,1429,Albino,Cowboy Hat,1,1
3257,3257,5.0,3.4580000000000006,13.0,Female,9826,Light,"Black Lipstick,Earring,Stringy Hair",3,1
3258,3258,1.0,13.55,13.55,Male,4681,Mid,"Cap Forward,Goat,Nerd Glasses",3,1
3259,3259,2.0,16.495,30.0,Male,7971,Light,"Mohawk Thin,VR",2,1
3260,3260,4.0,0.72,1.38,Male,9752,Dark,"Bandana,Earring,Eye Patch",3,1
3261,3261,6.0,4.971666666666667,14.77,Male,7390,Dark,"Muttonchops,Shaved Head",2,1
3262,3262,1.0,4.0,4.0,Male,4136,Mid,"Clown Nose,Frumpy Hair,Muttonchops,Regular Shades",4,1
3266,3266,1.0,0.13,0.13,Female,9689,Mid,"Black Lipstick,Earring,Messy Hair",3,1
3268,3268,2.0,0.365,0.6,Male,7267,Light,"Clown Eyes Blue,Crazy Hair,Earring,Goat",4,1
3269,3269,3.0,0.32666666666666666,0.41,Female,3042,Dark,"Clown Eyes Blue,Dark Hair",2,1
3270,3270,1.0,0.15,0.15,Male,8206,Mid,"Cap,Earring,Nerd Glasses",3,1
3272,3272,1.0,14.65,14.65,Male,8284,Dark,"Mohawk,Small Shades",2,1
3273,3273,2.0,17.244999999999997,17.99,Male,6184,Albino,"Chinstrap,Cigarette,Headband",3,1
3274,3274,1.0,0.15,0.15,Male,7453,Light,"Clown Eyes Blue,Do-rag",2,1
3275,3275,1.0,24.0,24.0,Female,2933,Mid,"Clown Eyes Blue,Silver Chain,Stringy Hair",3,1
3276,3276,2.0,6.04,12.0,Male,4139,Mid,"Clown Nose,Peak Spike",2,1
3277,3277,3.0,22.876666666666665,26.67,Female,3687,Light,"Earring,Regular Shades,Tassle Hat",3,1
3278,3278,1.0,0.14,0.14,Female,8244,Mid,"Cap,Earring",2,1
3279,3279,1.0,14.23,14.23,Male,8287,Mid,"Mohawk,Small Shades",2,1
3280,3280,3.0,6.716666666666666,19.0,Male,3114,Mid,"Earring,Medical Mask,Purple Hair",3,1
3285,3285,1.0,0.42,0.42,Male,5102,Albino,"Front Beard Dark,Knitted Cap",2,1
3286,3286,2.0,0.14,0.15,Male,7064,Dark,"Messy Hair,Normal Beard",2,1
3287,3287,1.0,15.43,15.43,Female,4504,Light,Classic Shades,1,1
3291,3291,5.0,13.581999999999999,35.0,Male,6954,Light,"Big Shades,Cap,Normal Beard",3,1
3293,3293,1.0,0.5,0.5,Female,1312,Mid,"Earring,Hot Lipstick,Nerd Glasses,Wild White Hair",4,1
3295,3295,4.0,0.6849999999999999,1.29,Male,8421,Dark,"Clown Eyes Green,Wild Hair",2,1
3299,3299,1.0,24.97,24.97,Male,6862,Dark,"Earring,Frumpy Hair,Normal Beard Black",3,1
3301,3301,1.0,24.99,24.99,Female,2322,Mid,"Half Shaved,Hot Lipstick,Nerd Glasses",3,1
3302,3302,2.0,19.49,19.99,Male,6601,Light,"Bandana,Horned Rim Glasses,Mustache,Pipe",4,1
3304,3304,3.0,0.28,0.32,Female,9291,Mid,"Mohawk Thin,Purple Lipstick",2,1
3305,3305,2.0,0.12,0.15,Male,5184,Mid,"Front Beard,Frown,Messy Hair",3,1
3306,3306,11.0,5.462727272727274,23.9,Male,7055,Mid,"Earring,Normal Beard,Wild Hair",3,1
3308,3308,1.0,115.0,115.0,Female,190,Light,"Hot Lipstick,Pilot Helmet",2,1
3310,3310,3.0,10.626666666666667,31.0,Male,5571,Light,"Handlebars,Horned Rim Glasses,Mohawk Thin",3,1
3311,3311,1.0,29.5,29.5,Female,899,Dark,"Earring,Purple Lipstick,Spots,Tassle Hat",4,1
3312,3312,2.0,3.055,5.98,Male,9769,Light,"Classic Shades,Stringy Hair",2,1
3313,3313,1.0,70.0,70.0,Male,4253,Mid,"3D Glasses,Crazy Hair,Smile",3,1
3314,3314,3.0,23.103333333333335,25.45,Female,5690,Mid,"Blue Eye Shadow,Wild Hair",2,1
3315,3315,2.0,15.2,15.5,Male,9812,Dark,"Cigarette,Nerd Glasses,Stringy Hair",3,1
3316,3316,3.0,16.7,19.6,Male,2609,Light,"Clown Hair Green,Horned Rim Glasses,Shadow Beard",3,1
3317,3317,4.0,1.3375000000000001,3.5,Male,784,Albino,"Front Beard,Top Hat",2,1
3318,3318,2.0,0.475,0.7,Female,3455,Mid,"Frumpy Hair,Gold Chain,Regular Shades",3,1
3320,3320,4.0,4.2725,8.2,Male,9375,Mid,"Frumpy Hair,Shadow Beard",2,1
3321,3321,2.0,1.25,1.5,Female,1697,Light,"Black Lipstick,Straight Hair Blonde",2,1
3323,3323,2.0,12.15,24.0,Male,8265,Dark,"Knitted Cap,Small Shades",2,1
3324,3324,2.0,34.0,35.0,Male,1836,Dark,"Big Beard,Crazy Hair,Earring",3,1
3325,3325,3.0,0.25333333333333335,0.3,Male,5929,Mid,"Mohawk,Vape",2,1
3326,3326,6.0,5.824999999999999,17.5,Male,2059,Dark,"Chinstrap,Vampire Hair",2,1
3327,3327,4.0,8.2075,23.88,Male,8705,Albino,"Earring,Headband",2,1
3328,3328,1.0,1.48,1.48,Zombie,561,Zombie,"Cigarette,Messy Hair",2,1
3330,3330,6.0,10.348333333333333,29.0,Male,3770,Dark,"Fedora,Frown,Regular Shades,Shadow Beard",4,1
3332,3332,4.0,10.87,28.0,Female,2195,Light,"Clown Eyes Green,Red Mohawk",2,1
3333,3333,2.0,37.995,69.99,Female,3664,Dark,"Clown Eyes Green,Earring,Tassle Hat",3,1
3334,3334,4.0,14.672499999999998,29.49,Female,3010,Mid,"Dark Hair,Green Eye Shadow",2,1
3336,3336,5.0,3.364,6.0,Female,5422,Mid,"Hot Lipstick,Messy Hair,Purple Eye Shadow",3,1
3337,3337,1.0,37.0,37.0,Male,6505,Albino,"Luxurious Beard,Wild Hair",2,1
3338,3338,2.0,9.215,17.95,Female,3096,Mid,"Dark Hair,Mole",2,1
3339,3339,5.0,6.667999999999999,22.4,Male,9141,Light,"Earring,Mohawk Thin,Shadow Beard",3,1
3340,3340,2.0,0.39999999999999997,0.7,Female,8825,Mid,"Cigarette,Crazy Hair,Earring",3,1
3341,3341,3.0,4.326666666666667,5.99,Female,9693,Light,"Hot Lipstick,Messy Hair,Mole",3,1
3342,3342,2.0,11.1,21.0,Male,930,Mid,"Bandana,Earring,Normal Beard,Spots",4,1
3343,3343,1.0,27.0,27.0,Female,3690,Mid,"Regular Shades,Tassle Hat",2,1
3344,3344,3.0,19.666666666666668,25.0,Female,8814,Mid,"Crazy Hair,Purple Lipstick",2,1
3346,3346,5.0,5.359999999999999,17.9,Male,9771,Mid,"Classic Shades,Stringy Hair",2,1
3347,3347,1.0,31.5,31.5,Female,2444,Mid,"Earring,Gold Chain,Straight Hair Dark",3,1
3348,3348,1.0,0.37,0.37,Female,9565,Dark,"Hot Lipstick,Mole,Wild Hair",3,1
3349,3349,1.0,0.36,0.36,Male,7012,Light,"Earring,Eye Patch,Mohawk Thin,Normal Beard",4,1
3350,3350,4.0,3.9699999999999998,5.5,Male,8937,Mid,"Cigarette,Earring,Knitted Cap",3,1
3352,3352,1.0,0.9,0.9,Male,8976,Dark,"Earring,Mohawk Dark,Regular Shades,Shadow Beard",4,1
3353,3353,1.0,0.45,0.45,Male,5957,Dark,"Do-rag,Earring,Eye Mask,Front Beard",4,1
3355,3355,7.0,2.891428571428571,13.83,Male,8871,Light,"Knitted Cap,Shadow Beard",2,1
3356,3356,1.0,0.35,0.35,Female,8876,Dark,"Knitted Cap,Regular Shades",2,1
3357,3357,4.0,7.05,20.5,Male,7446,Mid,"Clown Eyes Green,Earring,Shaved Head",3,1
3359,3359,1.0,0.36,0.36,Male,7692,Dark,"Knitted Cap,Muttonchops",2,1
3360,3360,2.0,22.5,23.0,Female,1171,Dark,"Big Shades,Blonde Short,Hot Lipstick,Mole",4,1
