,Type,From,To,Amount,Txn,punk_id
27953,Offered,,,"17Ξ ($32,112)","Feb 20, 2021",2674.0
27954,Bid Withdrawn,0x34e801,,1Ξ ($393),"Oct 26, 2020",2674.0
27955,Bid,0x34e801,,1Ξ ($368),"Oct 20, 2020",2674.0
27956,Sold,Hemba,kriptoga…,0.15Ξ ($31),"Oct 26, 2018",2674.0
27957,Offered,,,0.15Ξ ($104),"Dec 14, 2017",2674.0
27958,Claimed,,Hemba,,"Jun 23, 2017",2674.0
27959,Transfer,0x832179,niftynau…,,"Mar 19, 2021",2675.0
27960,Claimed,,0x832179,,"Jun 23, 2017",2675.0
27961,Transfer,sov,sov.eth,,"Apr 25, 2021",2676.0
27962,Bid Withdrawn,0xaf5e63,,"8Ξ ($1,586)","May 21, 2020",2676.0
27963,Bid,0xaf5e63,,"8Ξ ($1,649)","May 21, 2020",2676.0
27964,Bid Withdrawn,Pranksy,,"5Ξ ($1,070)","May 18, 2020",2676.0
27965,Bid,Pranksy,,"5Ξ ($1,034)","May 17, 2020",2676.0
27966,Bid Withdrawn,0xaf5e63,,"6.50Ξ ($1,345)","May 17, 2020",2676.0
27967,Bid,0xaf5e63,,"6.50Ξ ($1,317)","May 14, 2020",2676.0
27968,Claimed,,sov,,"Jun 23, 2017",2676.0
27969,Sold,0xbae25a,0x3aa8bf,"11.55Ξ ($21,317)","Feb 17, 2021",2677.0
27970,Offered,,,"11.55Ξ ($21,317)","Feb 17, 2021",2677.0
27971,Sold,iPhone,0xbae25a,"10Ξ ($18,522)","Feb 17, 2021",2677.0
27972,Offered,,,"10Ξ ($18,495)","Feb 14, 2021",2677.0
27973,Offer Withdrawn,,,,"Feb 14, 2021",2677.0
27974,Offered,,,"8.50Ξ ($13,407)","Feb 07, 2021",2677.0
27975,Offered,,,"12Ξ ($4,268)","Sep 30, 2020",2677.0
27976,Sold,0xc1e42f,iPhone,"5.99Ξ ($2,126)","Sep 30, 2020",2677.0
27977,Offered,,,"5.99Ξ ($2,135)","Sep 29, 2020",2677.0
27978,Offered,,,"6.46Ξ ($2,349)","Sep 28, 2020",2677.0
27979,Sold,MrNFT,0xc1e42f,"5.96Ξ ($2,167)","Sep 28, 2020",2677.0
27980,Offered,,,"5.96Ξ ($2,167)","Sep 28, 2020",2677.0
27981,Sold,W_M_Peas…,MrNFT,"5.75Ξ ($2,091)","Sep 28, 2020",2677.0
27982,Offered,,,"5.75Ξ ($2,091)","Sep 28, 2020",2677.0
27983,(Unwrap),WrappedC…,W_M_Peas…,,"Sep 28, 2020",2677.0
27984,Sold,Pranksy,W_M_Peas…,"4.79Ξ ($1,742)","Sep 28, 2020",2677.0
27985,Sold,0xef764b…,Pranksy,"3.99Ξ ($1,427)","Sep 28, 2020",2677.0
27986,Sold,Hemba,0xef764b…,2.30Ξ ($796),"Sep 24, 2020",2677.0
27987,(Wrap),0x193847,WrappedC…,,"Sep 15, 2020",2677.0
27988,Transfer,Hemba,0x193847,,"Sep 15, 2020",2677.0
27989,Offer Withdrawn,,,,"Sep 07, 2020",2677.0
27990,Offered,,,0.90Ξ ($344),"Aug 26, 2020",2677.0
27991,Offer Withdrawn,,,,"Jan 04, 2020",2677.0
27992,Offered,,,0.50Ξ ($88),"Apr 07, 2019",2677.0
27993,Offered,,,0.35Ξ ($41),"Jan 24, 2019",2677.0
27994,Offer Withdrawn,,,,"Jan 20, 2019",2677.0
27995,Offer Withdrawn,,,,"Jan 20, 2019",2677.0
27996,Offered,,,0.30Ξ ($47),"Jan 05, 2019",2677.0
27997,Claimed,,Hemba,,"Jun 23, 2017",2677.0
27998,Bid Withdrawn,MBK,,"22Ξ ($40,856)","Mar 14, 2021",2678.0
27999,Bid,MBK,,"22Ξ ($41,109)","Mar 14, 2021",2678.0
28000,Bid Withdrawn,0xe369a8,,"10Ξ ($17,960)","Feb 13, 2021",2678.0
28001,Bid,0xe369a8,,"10Ξ ($18,435)","Feb 13, 2021",2678.0
28002,Transfer,0xcbd482,0x577ebc,,"Jan 30, 2021",2678.0
28003,Bid Withdrawn,0x00bd3a,,0.20Ξ ($55),"Jul 03, 2017",2678.0
28004,Bid,0x00bd3a,,0.20Ξ ($57),"Jul 02, 2017",2678.0
28005,Bid Withdrawn,0x717403,,0.05Ξ ($14),"Jun 25, 2017",2678.0
28006,Bid,0x717403,,0.05Ξ ($14),"Jun 25, 2017",2678.0
28007,Claimed,,0xcbd482,,"Jun 23, 2017",2678.0
28008,Sold,0x22160e,0x00b278,0.31Ξ ($69),"Jul 18, 2017",2679.0
28009,Bid,0x00b278,,0.31Ξ ($69),"Jul 18, 2017",2679.0
28010,Offered,,,0.39Ξ ($89),"Jul 12, 2017",2679.0
28011,Claimed,,0x22160e,,"Jun 23, 2017",2679.0
28012,Bid Withdrawn,0x34e801,,"1Ξ ($1,175)","Jan 06, 2021",2680.0
28013,Bid,0x34e801,,1Ξ ($546),"Dec 11, 2020",2680.0
28014,Bid Withdrawn,0x04613b,,0.10Ξ ($23),"Jul 03, 2020",2680.0
28015,Bid,0x04613b,,0.10Ξ ($24),"Jun 09, 2020",2680.0
28016,Bid Withdrawn,0x82f3d9,,0.20Ξ ($272),"Jan 14, 2018",2680.0
28017,Bid,0x82f3d9,,0.20Ξ ($272),"Jan 14, 2018",2680.0
28018,Bid,0x7760e0,,0.20Ξ ($55),"Jun 30, 2017",2680.0
28019,Bid,Hemba,,0.20Ξ ($57),"Jun 29, 2017",2680.0
28020,Bid,0x717403,,0.05Ξ ($14),"Jun 25, 2017",2680.0
28021,Claimed,,0x26f744,,"Jun 23, 2017",2680.0
28022,Transfer,0x7f3aff,0xcfbae0,,"Mar 29, 2021",2681.0
28023,Offered,,,3KΞ ($5.11M),"Mar 28, 2021",2681.0
28024,Sold,0xb44969,0x7f3aff,"277Ξ ($539,527)","Feb 19, 2021",2681.0
28025,Offered,,,"277Ξ ($488,163)","Feb 15, 2021",2681.0
28026,Bid Withdrawn,0x7a3960,,"105Ξ ($191,702)","Feb 14, 2021",2681.0
28027,Bid,0x7a3960,,"105Ξ ($193,785)","Feb 14, 2021",2681.0
28028,Offered,,,"250Ξ ($462,557)","Feb 12, 2021",2681.0
28029,Offered,,,"145Ξ ($268,779)","Feb 12, 2021",2681.0
28030,Offered,,0x000000,"145Ξ ($268,639)","Feb 12, 2021",2681.0
28031,Transfer,0xbf6ccf,0xb44969,,"Dec 30, 2020",2681.0
28032,Sold,0x0ed6fe,0xbf6ccf,"83Ξ ($54,018)","Dec 26, 2020",2681.0
28033,Offered,,,"83Ξ ($49,013)","Dec 08, 2020",2681.0
28034,Offer Withdrawn,,,,"Nov 01, 2020",2681.0
28035,Bid Withdrawn,natealex,,"34Ξ ($13,317)","Nov 01, 2020",2681.0
28036,Offered,,,"43Ξ ($16,842)","Nov 01, 2020",2681.0
28037,Bid,natealex,,"34Ξ ($13,317)","Nov 01, 2020",2681.0
28038,Bid Withdrawn,exist,,2Ξ ($426),"May 18, 2020",2681.0
28039,Bid,exist,,2Ξ ($401),"May 16, 2020",2681.0
28040,Bid Withdrawn,0xa0a59c,,1Ξ ($352),"Sep 03, 2017",2681.0
28041,Bid,0xa0a59c,,1Ξ ($238),"Jul 09, 2017",2681.0
28042,Claimed,,0x0ed6fe,,"Jun 23, 2017",2681.0
28043,Claimed,,0x005734,,"Jun 23, 2017",2682.0
28044,Transfer,0x22160e,0x00b278,,"Jul 18, 2017",2683.0
28045,Offered,,,0.52Ξ ($99),"Jul 11, 2017",2683.0
28046,Claimed,,0x22160e,,"Jun 23, 2017",2683.0
28047,Offered,,,"23.99Ξ ($97,901)","May 10, 2021",2684.0
28048,Offer Withdrawn,,,,"Apr 24, 2021",2684.0
28049,Offered,,,"21.49Ξ ($54,671)","Apr 22, 2021",2684.0
28050,Offered,,,"23.99Ξ ($50,082)","Apr 20, 2021",2684.0
28051,Offered,,,"24.98Ξ ($62,043)","Apr 17, 2021",2684.0
28052,Transfer,0xcbd482,0x577ebc,,"Jan 30, 2021",2684.0
28053,Claimed,,0xcbd482,,"Jun 23, 2017",2684.0
28054,Bid Withdrawn,runhot99…,,"21.69Ξ ($52,588)","Jun 11, 2021",2685.0
28055,Sold,0x407f0c,0x14ae81,"24.69Ξ ($60,094)","Jun 11, 2021",2685.0
28056,Bid,runhot99…,,"21.69Ξ ($52,444)","Jun 11, 2021",2685.0
28057,Bid Withdrawn,runhot99…,,"20.50Ξ ($49,567)","Jun 11, 2021",2685.0
28058,Bid,runhot99…,,"20.50Ξ ($52,546)","Jun 09, 2021",2685.0
28059,Bid,runhot99…,,"19.50Ξ ($49,258)","Jun 08, 2021",2685.0
28060,Offered,,,"24.69Ξ ($61,322)","Jun 08, 2021",2685.0
28061,Offer Withdrawn,,,,"May 17, 2021",2685.0
28062,Offered,,,"30Ξ ($117,212)","May 15, 2021",2685.0
28063,Offered,,,"32Ξ ($120,328)","May 13, 2021",2685.0
28064,Offered,,,"50Ξ ($202,619)","May 11, 2021",2685.0
28065,Offered,,,"77Ξ ($259,897)","May 04, 2021",2685.0
28066,Transfer,0x4bc2cc,0x407f0c,,"Mar 02, 2021",2685.0
28067,Claimed,,0x4bc2cc,,"Jun 23, 2017",2685.0
28068,Sold,0x577ebc,0xef6d69,"32.99Ξ ($68,857)","Jun 29, 2021",2686.0
28069,Bid Withdrawn,0xef6d69,,"31Ξ ($64,704)","Jun 29, 2021",2686.0
28070,Bid,0xef6d69,,"31Ξ ($65,894)","Jun 28, 2021",2686.0
28071,Offered,,,"32.99Ξ ($136,211)","May 10, 2021",2686.0
28072,Transfer,0xcbd482,0x577ebc,,"Jan 30, 2021",2686.0
28073,Claimed,,0xcbd482,,"Jun 23, 2017",2686.0
28074,Transfer,0x48db19,0x3be89b,,"May 02, 2021",2687.0
28075,Offer Withdrawn,,,,"Sep 15, 2020",2687.0
28076,Offered,,,"2.89Ξ ($1,125)","Aug 08, 2020",2687.0
28077,Offered,,,"10Ξ ($3,045)","Jun 24, 2017",2687.0
28078,Claimed,,0x48db19,,"Jun 23, 2017",2687.0
28079,Offered,,,"29Ξ ($62,686)","Jul 09, 2021",2688.0
28080,Bid Withdrawn,0xb4079f,,"22.50Ξ ($51,937)","Jul 06, 2021",2688.0
28081,Bid,0xb4079f,,"22.50Ξ ($49,620)","Jul 06, 2021",2688.0
28082,Offered,,,"26Ξ ($55,251)","Jun 29, 2021",2688.0
28083,Offered,,,"29Ξ ($76,202)","May 24, 2021",2688.0
28084,Offered,,,"32Ξ ($78,209)","May 21, 2021",2688.0
28085,Offered,,,"38Ξ ($103,697)","Apr 28, 2021",2688.0
28086,Offered,,,"40Ξ ($68,307)","Mar 27, 2021",2688.0
28087,Offered,,,"42Ξ ($76,970)","Mar 20, 2021",2688.0
28088,Offered,,,"150Ξ ($271,611)","Mar 12, 2021",2688.0
28089,Sold,CPyrc,0xa58ff1,"25Ξ ($39,972)","Feb 25, 2021",2688.0
28090,Bid,0xa58ff1,,"25Ξ ($39,790)","Feb 25, 2021",2688.0
28091,Offered,,,"27Ξ ($42,144)","Feb 24, 2021",2688.0
28092,Offered,,,"28.50Ξ ($43,529)","Feb 23, 2021",2688.0
28093,Offer Withdrawn,,,,"Feb 18, 2021",2688.0
28094,Offered,,,"18.50Ξ ($33,729)","Feb 15, 2021",2688.0
28095,Sold,TokenFue…,CPyrc,"7.79Ξ ($13,999)","Feb 15, 2021",2688.0
28096,Offered,,,"7.79Ξ ($13,999)","Feb 15, 2021",2688.0
28097,Bid,0xc7c6b9,,<0.01Ξ ($<0.01),"Dec 15, 2020",2688.0
28098,Bid Withdrawn,0x34e801,,1Ξ ($386),"Oct 28, 2020",2688.0
28099,Bid,0x34e801,,1Ξ ($368),"Oct 20, 2020",2688.0
28100,Bid Withdrawn,Michel_M…,,1Ξ ($352),"Oct 04, 2020",2688.0
28101,Bid,Michel_M…,,1Ξ ($345),"Oct 02, 2020",2688.0
28102,Sold,0x00d7c9,TokenFue…,0.10Ξ ($105),"Jan 16, 2018",2688.0
28103,Bid Withdrawn,aclCrypt…,,0.06Ξ ($88),"Jan 14, 2018",2688.0
28104,Bid,aclCrypt…,,0.06Ξ ($82),"Jan 12, 2018",2688.0
28105,Offered,,,0.10Ξ ($126),"Jan 12, 2018",2688.0
28106,Claimed,,0x00d7c9,,"Jun 23, 2017",2688.0
28107,Sold,0x8234be,Kenney,0.10Ξ ($105),"Jan 16, 2018",2689.0
28108,Offered,,,0.10Ξ ($126),"Jan 12, 2018",2689.0
28109,Offered,,,0.12Ξ ($82),"Dec 15, 2017",2689.0
28110,Offered,,,0.40Ξ ($263),"Dec 12, 2017",2689.0
28111,Claimed,,0x8234be,,"Jun 23, 2017",2689.0
28112,Sold,Hemba,0x7760e0,0.16Ξ ($51),"Nov 09, 2017",2690.0
28113,Offered,,,0.67Ξ ($256),"Aug 30, 2017",2690.0
28114,Bid,0x7760e0,,0.16Ξ ($51),"Jun 28, 2017",2690.0
28115,Bid,0xa0a59c,,0.16Ξ ($51),"Jun 28, 2017",2690.0
28116,Transfer,0xe4d36b,Hemba,,"Jun 28, 2017",2690.0
28117,Bid,0x717403,,0.05Ξ ($14),"Jun 25, 2017",2690.0
28118,Claimed,,0xe4d36b,,"Jun 23, 2017",2690.0
28119,Sold,0x71710e,ddaavvee,"6.97Ξ ($2,545)","Sep 28, 2020",2691.0
28120,Offered,,,"6.97Ξ ($2,609)","Sep 11, 2020",2691.0
28121,Claimed,,0x71710e,,"Jun 23, 2017",2691.0
28122,Transfer,0xcbd482,0x577ebc,,"Jan 30, 2021",2692.0
28123,Claimed,,0xcbd482,,"Jun 23, 2017",2692.0
28124,Sold,Cyborg,Cyrus,0.30Ξ ($32),"Feb 01, 2019",2693.0
28125,Offered,,,0.30Ξ ($32),"Feb 01, 2019",2693.0
28126,Offered,,,1Ξ ($486),"Mar 26, 2018",2693.0
28127,Bid Withdrawn,0xc00c2b,,0.21Ξ ($63),"Aug 08, 2017",2693.0
28128,Bid,0xc00c2b,,0.21Ξ ($53),"Aug 05, 2017",2693.0
28129,Bid,juggerna…,,0.21Ξ ($46),"Aug 04, 2017",2693.0
28130,Bid,0xc00c2b,,0.20Ξ ($44),"Aug 04, 2017",2693.0
28131,Claimed,,Cyborg,,"Jun 23, 2017",2693.0
28132,Sold,Cyborg,0xc352b5,0.24Ξ ($63),"Jul 05, 2017",2694.0
28133,Offered,,,0.24Ξ ($65),"Jul 03, 2017",2694.0
28134,Claimed,,Cyborg,,"Jun 23, 2017",2694.0
28135,Transfer,0x49e1bb,0x3fb3af,,"Jun 12, 2021",2695.0
28136,Sold,Gmugr,0x49e1bb,"9.88Ξ ($17,308)","Feb 15, 2021",2695.0
28137,Offered,,,"9.88Ξ ($17,968)","Feb 14, 2021",2695.0
28138,Sold,0x290b4e,Gmugr,"8Ξ ($14,469)","Feb 14, 2021",2695.0
28139,Offered,,,"8Ξ ($3,339)","Oct 22, 2020",2695.0
28140,(Unwrap),WrappedC…,0x290b4e,,"Oct 22, 2020",2695.0
28141,Sold,Carlini8,0x290b4e,"5.80Ξ ($2,076)","Sep 29, 2020",2695.0
28142,Sold,GoWest23,Carlini8,"5.50Ξ ($1,951)","Sep 29, 2020",2695.0
28143,(Wrap),0xa18fd5,WrappedC…,,"Sep 28, 2020",2695.0
28144,Transfer,GoWest23,0xa18fd5,,"Sep 28, 2020",2695.0
28145,Sold,Hemba,GoWest23,0.50Ξ ($123),"May 23, 2019",2695.0
28146,Offered,,,0.50Ξ ($88),"Apr 07, 2019",2695.0
28147,Offered,,,0.35Ξ ($41),"Jan 24, 2019",2695.0
28148,Offer Withdrawn,,,,"Jan 20, 2019",2695.0
28149,Offered,,,0.30Ξ ($47),"Jan 05, 2019",2695.0
28150,Claimed,,Hemba,,"Jun 23, 2017",2695.0
28151,Claimed,,0x26f744,,"Jun 23, 2017",2696.0
28152,Offered,,,"24.99Ξ ($103,100)","May 10, 2021",2697.0
28153,Transfer,0xcbd482,0x577ebc,,"Jan 30, 2021",2697.0
28154,Claimed,,0xcbd482,,"Jun 23, 2017",2697.0
28155,Bid Withdrawn,0x34e801,,2Ξ ($904),"Nov 09, 2020",2698.0
28156,Bid,0x34e801,,2Ξ ($860),"Nov 06, 2020",2698.0
28157,Bid Withdrawn,Dude_Nak…,,0.10Ξ ($22),"Feb 10, 2020",2698.0
28158,Transfer,0x637532,0x51688c,,"Jun 01, 2019",2698.0
28159,Transfer,0x58164b,0x637532,,"May 08, 2019",2698.0
28160,Bid,Dude_Nak…,,0.10Ξ ($20),"Oct 28, 2018",2698.0
28161,Bid Withdrawn,Kenney,,0.12Ξ ($70),"May 25, 2018",2698.0
28162,Bid,Kenney,,0.12Ξ ($77),"Apr 23, 2018",2698.0
28163,Bid,jmg,,0.10Ξ ($62),"Apr 22, 2018",2698.0
28164,Bid Withdrawn,Dude_Nak…,,0.10Ξ ($53),"Apr 18, 2018",2698.0
28165,Bid,Dude_Nak…,,0.10Ξ ($38),"Apr 04, 2018",2698.0
28166,Sold,0xd8e806,0x58164b,2Ξ ($407),"Jul 25, 2017",2698.0
28167,Offered,,,2Ξ ($407),"Jul 25, 2017",2698.0
28168,Bid Withdrawn,Zieg,,0.50Ξ ($113),"Jul 24, 2017",2698.0
28169,Sold,0xfb077c,0xd8e806,0.90Ξ ($207),"Jul 22, 2017",2698.0
28170,Bid,Zieg,,0.50Ξ ($115),"Jul 22, 2017",2698.0
28171,Offered,,,0.90Ξ ($207),"Jul 22, 2017",2698.0
28172,Offered,,,1.42Ξ ($327),"Jul 22, 2017",2698.0
28173,Bid,0xa0a59c,,0.42Ξ ($97),"Jul 22, 2017",2698.0
28174,Bid Withdrawn,0xa0a59c,,0.35Ξ ($81),"Jul 22, 2017",2698.0
28175,Offered,,,1.50Ξ ($346),"Jul 22, 2017",2698.0
28176,Offered,,,2Ξ ($433),"Jul 21, 2017",2698.0
28177,Bid,0xa0a59c,,0.35Ξ ($76),"Jul 21, 2017",2698.0
28178,Claimed,,0xfb077c,,"Jun 23, 2017",2698.0
28179,Transfer,cargobrr…,0xed4701,,"Jul 08, 2021",2699.0
28180,Sold,0x3be89b,cargobrr…,"20Ξ ($42,992)","Jul 08, 2021",2699.0
28181,Offered,,,"20Ξ ($46,046)","Jul 05, 2021",2699.0
28182,Bid Withdrawn,0x222e85,,"15Ξ ($34,763)","Jul 05, 2021",2699.0
28183,Bid,0x222e85,,"15Ξ ($34,871)","Jul 04, 2021",2699.0
28184,Bid Withdrawn,Gmugr,,"17Ξ ($39,360)","Jul 04, 2021",2699.0
28185,Bid,Gmugr,,"17Ξ ($37,263)","Jul 04, 2021",2699.0
28186,Offered,,,"19Ξ ($35,939)","Jun 21, 2021",2699.0
28187,Transfer,0x48db19,0x3be89b,,"May 02, 2021",2699.0
28188,Transfer,0xbfe1f8,0x48db19,,"Sep 16, 2020",2699.0
28189,Claimed,,0xbfe1f8,,"Jun 23, 2017",2699.0
28190,Claimed,,0x44fab5,,"Jun 23, 2017",2700.0
28191,Bid Withdrawn,0x287b15,,"22Ξ ($55,715)","Apr 15, 2021",2701.0
28192,Offer Withdrawn,,,,"Apr 15, 2021",2701.0
28193,Bid,0x287b15,,"22Ξ ($50,435)","Apr 14, 2021",2701.0
28194,Offered,,,"25Ξ ($57,312)","Apr 14, 2021",2701.0
28195,Claimed,,0xc272ed,,"Jun 23, 2017",2701.0
28196,Bid Withdrawn,0x9cc5f0,,"20Ξ ($29,030)","Mar 01, 2021",2702.0
28197,Bid,0x9cc5f0,,"20Ξ ($30,788)","Feb 23, 2021",2702.0
28198,Sold,kingskin…,0x59a549,"5Ξ ($6,299)","Jan 23, 2021",2702.0
28199,Offered,,,"5Ξ ($5,684)","Jan 15, 2021",2702.0
28200,Offered,,,"8Ξ ($2,784)","Oct 04, 2020",2702.0
28201,Offer Withdrawn,,,,"Sep 26, 2020",2702.0
28202,Offered,,,"4Ξ ($1,409)","Sep 26, 2020",2702.0
28203,Sold,0x1a96af,kingskin…,1.99Ξ ($735),"Sep 11, 2020",2702.0
28204,Offered,,,1.99Ξ ($457),"Jun 27, 2020",2702.0
28205,Offered,,,2.35Ξ ($485),"May 27, 2020",2702.0
28206,Offered,,,1.81Ξ ($307),"Apr 17, 2020",2702.0
28207,Offered,,,0.96Ξ ($163),"Apr 17, 2020",2702.0
28208,Transfer,0xe45df5,0x1a96af,,"Apr 17, 2020",2702.0
28209,Bid,0x717403,,0.06Ξ ($15),"Jun 26, 2017",2702.0
28210,Bid,0x9be1c7,,0.06Ξ ($15),"Jun 26, 2017",2702.0
28211,Bid,0x717403,,0.05Ξ ($13),"Jun 26, 2017",2702.0
28212,Offered,,,0.90Ξ ($274),"Jun 24, 2017",2702.0
28213,Claimed,,0xe45df5,,"Jun 23, 2017",2702.0
28214,Transfer,l1qu1d,0x79bb50,,"May 22, 2021",2703.0
28215,Transfer,0x003a97,l1qu1d,,"Jan 25, 2020",2703.0
28216,Claimed,,0x003a97,,"Jun 23, 2017",2703.0
28217,Bid Withdrawn,thebinoc…,,"27.50Ξ ($94,602)","May 05, 2021",2704.0
28218,Bid,thebinoc…,,"27.50Ξ ($92,820)","May 04, 2021",2704.0
28219,Transfer,0x133524,0xd79b93,,"May 04, 2021",2704.0
28220,Bid Withdrawn,0x717403,,0.05Ξ ($14),"Jun 25, 2017",2704.0
28221,Bid,0x717403,,0.05Ξ ($14),"Jun 25, 2017",2704.0
28222,Claimed,,0x133524,,"Jun 23, 2017",2704.0
28223,Transfer,l1qu1d,0x79bb50,,"May 22, 2021",2705.0
28224,Bid Withdrawn,0x939183,,0.50Ξ ($899),"Mar 21, 2021",2705.0
28225,Bid,0x939183,,0.50Ξ ($918),"Mar 20, 2021",2705.0
28226,Transfer,0x003a97,l1qu1d,,"Jan 25, 2020",2705.0
28227,Bid,0x7760e0,,0.10Ξ ($28),"Jul 02, 2017",2705.0
28228,Bid,0x6611fe,,0.10Ξ ($28),"Jul 02, 2017",2705.0
28229,Bid,0x717403,,0.05Ξ ($14),"Jun 25, 2017",2705.0
28230,Claimed,,0x003a97,,"Jun 23, 2017",2705.0
28231,Claimed,,0x4c1147,,"Jun 23, 2017",2706.0
28232,Transfer,0x6130d3,0xe75021,,"Feb 21, 2021",2707.0
28233,Sold,0xa3cb30,0x6130d3,"18.99Ξ ($36,929)","Feb 20, 2021",2707.0
28234,Offered,,,"18.99Ξ ($33,267)","Feb 15, 2021",2707.0
28235,Bid Withdrawn,0x8bb4f3,,"6.50Ξ ($8,658)","Feb 01, 2021",2707.0
28236,Bid,0x8bb4f3,,"6.50Ξ ($8,562)","Feb 01, 2021",2707.0
28237,Offered,,,"32Ξ ($11,938)","Oct 11, 2020",2707.0
28238,Offered,,,"7.10Ξ ($2,493)","Oct 06, 2020",2707.0
28239,Transfer,0x00bd9f,0xa3cb30,,"Mar 07, 2018",2707.0
28240,Claimed,,0x00bd9f,,"Jun 23, 2017",2707.0
28241,Bid Withdrawn,0x48af2b,,"35Ξ ($51,332)","Feb 25, 2021",2708.0
28242,Bid,0x48af2b,,"35Ξ ($56,024)","Feb 24, 2021",2708.0
28243,Bid Withdrawn,0x037b22,,"4.50Ξ ($1,072)","Jun 03, 2020",2708.0
28244,Bid,0x037b22,,"4.50Ξ ($1,081)","Jun 03, 2020",2708.0
28245,Sold,0x5462de,0x7760e0,1.50Ξ ($527),"Sep 02, 2017",2708.0
28246,Bid,0x7760e0,,1.50Ξ ($361),"Jul 07, 2017",2708.0
28247,Bid,sov,,1.50Ξ ($361),"Jul 07, 2017",2708.0
28248,Bid,0x717403,,1.25Ξ ($333),"Jul 05, 2017",2708.0
28249,Bid,sov,,1.25Ξ ($333),"Jul 05, 2017",2708.0
28250,Bid,0x717403,,1.25Ξ ($333),"Jul 05, 2017",2708.0
28251,Bid,sov,,1.25Ξ ($336),"Jul 04, 2017",2708.0
28252,Claimed,,0x5462de,,"Jun 23, 2017",2708.0
28253,Transfer,0x9e199d,kcmo.eth,,"Jul 13, 2021",2709.0
28254,Sold,0xe45df5,0x9e199d,0.25Ξ ($21),"Dec 16, 2018",2709.0
28255,Offered,,,0.25Ξ ($22),"Dec 13, 2018",2709.0
28256,Offered,,,1.99Ξ ($489),"Jul 08, 2017",2709.0
28257,Bid,0x717403,,0.05Ξ ($13),"Jun 26, 2017",2709.0
28258,Offered,,,"5.90Ξ ($1,648)","Jun 25, 2017",2709.0
28259,Claimed,,0xe45df5,,"Jun 23, 2017",2709.0
28260,Offered,,,"26.99Ξ ($111,173)","May 10, 2021",2710.0
28261,Transfer,0xcbd482,0x577ebc,,"Jan 30, 2021",2710.0
28262,Claimed,,0xcbd482,,"Jun 23, 2017",2710.0
28263,Transfer,sov,sov.eth,,"Apr 25, 2021",2711.0
28264,Bid Withdrawn,0x483ec3,,"350Ξ ($677,722)","Feb 18, 2021",2711.0
28265,Bid,0x483ec3,,"350Ξ ($621,547)","Feb 17, 2021",2711.0
28266,(Unwrap),WrappedC…,sov,,"Oct 05, 2020",2711.0
28267,(Wrap),0x2d91aa,WrappedC…,,"Sep 12, 2020",2711.0
28268,Transfer,sov,0x2d91aa,,"Sep 12, 2020",2711.0
28269,Bid Withdrawn,MrTpunks,,"35Ξ ($7,135)","May 15, 2020",2711.0
28270,Bid,MrTpunks,,"35Ξ ($7,093)","May 14, 2020",2711.0
28271,Offer Withdrawn,,,,"May 07, 2019",2711.0
28272,Offered,,,"25Ξ ($4,349)","Apr 20, 2019",2711.0
28273,Sold,straybit…,sov,1Ξ ($276),"Jul 03, 2017",2711.0
28274,Offered,,sov,1Ξ ($276),"Jul 03, 2017",2711.0
28275,Bid,0x7760e0,,1.59Ξ ($452),"Jul 02, 2017",2711.0
28276,Offered,,,"8Ξ ($2,088)","Jul 01, 2017",2711.0
28277,Bid,0x6f4a2d,,1.59Ξ ($415),"Jul 01, 2017",2711.0
28278,Bid,0x717403,,0.05Ξ ($13),"Jun 26, 2017",2711.0
28279,Offered,,,"18Ξ ($5,028)","Jun 25, 2017",2711.0
28280,Offered,,,"33.30Ξ ($10,141)","Jun 24, 2017",2711.0
28281,Claimed,,straybit…,,"Jun 23, 2017",2711.0
28282,Sold,0x577ebc,0x87d3a7,"27.99Ξ ($82,395)","May 01, 2021",2712.0
28283,Bid Withdrawn,0x87d3a7,,"27Ξ ($79,481)","May 01, 2021",2712.0
28284,Offered,,,"27.99Ξ ($82,395)","May 01, 2021",2712.0
28285,Bid,0x87d3a7,,"27Ξ ($79,481)","May 01, 2021",2712.0
28286,Bid Withdrawn,0xa7bd74,,"22.22Ξ ($61,253)","Apr 30, 2021",2712.0
28287,Bid,0xa7bd74,,"22.22Ξ ($61,518)","Apr 30, 2021",2712.0
28288,Offered,,,"28.99Ξ ($78,493)","Apr 29, 2021",2712.0
28289,Transfer,0xcbd482,0x577ebc,,"Jan 30, 2021",2712.0
28290,Claimed,,0xcbd482,,"Jun 23, 2017",2712.0
28291,Offer Withdrawn,,,,"Jul 04, 2021",2713.0
28292,Offered,,,"37Ξ ($145,882)","May 11, 2021",2713.0
28293,Offered,,,"46Ξ ($153,999)","May 05, 2021",2713.0
28294,Offer Withdrawn,,,,"May 03, 2021",2713.0
28295,Offered,,,"65Ξ ($190,288)","May 02, 2021",2713.0
28296,Sold,crazyrar…,2yeah.et…,"42Ξ ($104,316)","Apr 17, 2021",2713.0
28297,Offered,,,"42Ξ ($101,866)","Apr 16, 2021",2713.0
28298,Offered,,,"62Ξ ($130,583)","Apr 12, 2021",2713.0
28299,Transfer,0x3fa864,crazyrar…,,"Apr 12, 2021",2713.0
28300,Offered,,,"62Ξ ($128,504)","Apr 09, 2021",2713.0
28301,Offered,,,"48Ξ ($78,696)","Mar 26, 2021",2713.0
28302,Offered,,,"78Ξ ($145,882)","Mar 14, 2021",2713.0
