,Amount,From,To,Txn,Type,punk_id
41701,1.94Ξ ($385),,,"May 26, 2020",Offered,8238.0
41702,1.49Ξ ($296),0x3a8441,0x0553de,"May 26, 2020",Sold,8238.0
41703,1.49Ξ ($303),,,"May 26, 2020",Offered,8238.0
41704,,Wilcox,0x3a8441,"May 24, 2020",Transfer,8238.0
41705,,0x00d7c9,Wilcox,"Sep 15, 2019",Transfer,8238.0
41706,0.50Ξ ($153),,,"Jul 07, 2019",Offered,8238.0
41707,,,0x00d7c9,"Jun 23, 2017",Claimed,8238.0
41708,,,,"Feb 14, 2021",Offer Withdrawn,8239.0
41709,"20Ξ ($4,195)",,,"May 24, 2020",Offered,8239.0
41710,0.15Ξ ($68),0xbc081c,panch,"Dec 08, 2017",Sold,8239.0
41711,0.15Ξ ($39),,,"Sep 21, 2017",Offered,8239.0
41712,,metakid,0xbc081c,"Sep 20, 2017",Transfer,8239.0
41713,,,metakid,"Jun 23, 2017",Claimed,8239.0
41714,,Wilcox,wilcox.e…,"Apr 25, 2021",Transfer,8240.0
41715,,0x00d7c9,Wilcox,"Sep 14, 2019",Transfer,8240.0
41716,0.75Ξ ($235),,,"Jul 08, 2019",Offered,8240.0
41717,,,0x00d7c9,"Jun 23, 2017",Claimed,8240.0
41718,,sov,sov.eth,"Apr 25, 2021",Transfer,8241.0
41719,,,,"Jun 04, 2020",Offer Withdrawn,8241.0
41720,"14Ξ ($2,902)",,,"May 27, 2020",Offered,8241.0
41721,"5Ξ ($1,078)",Pranksy,,"May 18, 2020",Bid Withdrawn,8241.0
41722,"12Ξ ($2,482)",,,"May 17, 2020",Offered,8241.0
41723,"5Ξ ($1,034)",Pranksy,,"May 17, 2020",Bid,8241.0
41724,0.23Ξ ($107),Hemba,sov,"Nov 28, 2017",Sold,8241.0
41725,0.23Ξ ($107),,,"Nov 28, 2017",Offered,8241.0
41726,0.15Ξ ($71),sov,,"Nov 27, 2017",Bid,8241.0
41727,"3.30Ξ ($1,267)",,,"Aug 30, 2017",Offered,8241.0
41728,"7Ξ ($1,334)",,,"Jul 11, 2017",Offered,8241.0
41729,,0x45055c,Hemba,"Jun 28, 2017",Transfer,8241.0
41730,,,0x45055c,"Jun 23, 2017",Claimed,8241.0
41731,"52Ξ ($171,074)",0xb70c1a,,"May 05, 2021",Bid Withdrawn,8243.0
41732,"52Ξ ($175,260)",0xb70c1a,,"May 04, 2021",Bid,8243.0
41733,"51Ξ ($168,014)",0xcf8401,,"May 04, 2021",Bid Withdrawn,8243.0
41734,"51Ξ ($168,078)",0xcf8401,,"May 03, 2021",Bid,8243.0
41735,"50Ξ ($164,782)",0xb70c1a,,"May 03, 2021",Bid,8243.0
41736,,,,"Feb 21, 2021",Offer Withdrawn,8243.0
41737,"60Ξ ($115,034)",,,"Feb 20, 2021",Offered,8243.0
41738,"24.49Ξ ($46,622)",0x00ce50,shilpixe…,"Feb 19, 2021",Sold,8243.0
41739,"24.49Ξ ($47,017)",shilpixe…,,"Feb 19, 2021",Bid,8243.0
41740,0.75Ξ ($810),0xa6bb24,,"Jan 12, 2021",Bid Withdrawn,8243.0
41741,0.75Ξ ($950),0xa6bb24,,"Jan 09, 2021",Bid,8243.0
41742,0.05Ξ ($14),0x717403,,"Jun 25, 2017",Bid,8243.0
41743,,,0x00ce50,"Jun 23, 2017",Claimed,8243.0
41744,,WrappedC…,0xd7b105,"May 03, 2021",(Unwrap),8244.0
41745,"4.13Ξ ($1,524)",coinduph…,0xd7b105,"Oct 20, 2020",Sold,8244.0
41746,,0x37641f,WrappedC…,"Oct 13, 2020",(Wrap),8244.0
41747,,coinduph…,0x37641f,"Oct 13, 2020",Transfer,8244.0
41748,"3Ξ ($1,051)",0x51357b,,"Oct 09, 2020",Bid Withdrawn,8244.0
41749,"3Ξ ($1,058)",0x51357b,,"Oct 05, 2020",Bid,8244.0
41750,0.09Ξ ($60),0x8234be,coinduph…,"May 01, 2018",Sold,8244.0
41751,0.09Ξ ($60),,,"Apr 26, 2018",Offered,8244.0
41752,0.90Ξ ($595),,,"Apr 26, 2018",Offered,8244.0
41753,0.10Ξ ($38),,,"Apr 05, 2018",Offered,8244.0
41754,0.20Ξ ($170),,,"Feb 28, 2018",Offered,8244.0
41755,0.50Ξ ($680),,,"Jan 14, 2018",Offered,8244.0
41756,0.10Ξ ($112),,,"Jan 07, 2018",Offered,8244.0
41757,0.25Ξ ($71),,,"Sep 24, 2017",Offered,8244.0
41758,,,0x8234be,"Jun 23, 2017",Claimed,8244.0
41759,,0x48db19,0x3be89b,"May 02, 2021",Transfer,8245.0
41760,,,0x48db19,"Jun 23, 2017",Claimed,8245.0
41761,,0x196a3d,0xbe6e23,"Feb 14, 2021",Transfer,8246.0
41762,,,,"Dec 27, 2020",Offer Withdrawn,8246.0
41763,"7Ξ ($2,612)",,,"Oct 12, 2020",Offered,8246.0
41764,"8.50Ξ ($3,159)",,,"Oct 11, 2020",Offered,8246.0
41765,"12.50Ξ ($4,391)",,,"Oct 05, 2020",Offered,8246.0
41766,1.99Ξ ($771),Pranksy,0x196a3d,"Sep 13, 2020",Sold,8246.0
41767,1.99Ξ ($735),,,"Sep 12, 2020",Offered,8246.0
41768,,alxo,Pranksy,"Sep 11, 2020",Transfer,8246.0
41769,"10Ξ ($1,362)",,,"Jan 05, 2020",Offered,8246.0
41770,0.20Ξ ($30),Goop,,"Nov 23, 2019",Bid Withdrawn,8246.0
41771,0.25Ξ ($38),juggerna…,alxo,"Nov 23, 2019",Sold,8246.0
41772,0.25Ξ ($38),,alxo,"Nov 23, 2019",Offered,8246.0
41773,0.20Ξ ($30),Goop,,"Nov 23, 2019",Bid,8246.0
41774,0.39Ξ ($68),,,"Nov 20, 2019",Offered,8246.0
41775,0.40Ξ ($72),,,"Oct 26, 2019",Offered,8246.0
41776,0.50Ξ ($87),,,"Oct 18, 2019",Offered,8246.0
41777,0.40Ξ ($75),,,"Oct 14, 2019",Offered,8246.0
41778,0.45Ξ ($80),,,"Oct 05, 2019",Offered,8246.0
41779,0.50Ξ ($88),,,"Oct 04, 2019",Offered,8246.0
41780,,0x00d7c9,juggerna…,"Oct 04, 2019",Transfer,8246.0
41781,0.50Ξ ($87),,,"Sep 28, 2019",Offered,8246.0
41782,1Ξ ($269),,,"Jul 13, 2019",Offered,8246.0
41783,,,0x00d7c9,"Jun 23, 2017",Claimed,8246.0
41784,"6.80Ξ ($11,200)",charley,0x4322aa,"Feb 03, 2021",Sold,8247.0
41785,"6.80Ξ ($9,168)",,,"Jan 28, 2021",Offered,8247.0
41786,"7Ξ ($9,963)",,,"Jan 25, 2021",Offered,8247.0
41787,,WrappedC…,charley,"Jan 25, 2021",(Unwrap),8247.0
41788,,0xfc4dee,WrappedC…,"Dec 23, 2020",(Wrap),8247.0
41789,,flipper_,0xfc4dee,"Dec 23, 2020",Transfer,8247.0
41790,"6Ξ ($3,711)",0x19ac60,flipper_,"Dec 23, 2020",Sold,8247.0
41791,<0.01Ξ ($2),0x55f879,,"Nov 13, 2020",Bid Withdrawn,8247.0
41792,<0.01Ξ ($2),0x55f879,,"Nov 06, 2020",Bid,8247.0
41793,"6Ξ ($2,255)",,,"Oct 11, 2020",Offered,8247.0
41794,,Wilcox,0x19ac60,"Oct 11, 2020",Transfer,8247.0
41795,,0x00d7c9,Wilcox,"Sep 28, 2019",Transfer,8247.0
41796,"1Ξ ($1,279)",,,"Jan 15, 2018",Offered,8247.0
41797,0.25Ξ ($65),,,"Sep 17, 2017",Offered,8247.0
41798,,,0x00d7c9,"Jun 23, 2017",Claimed,8247.0
41799,,,0x36a5bc,"Jun 23, 2017",Claimed,8248.0
41800,,,,"Jul 13, 2021",Offer Withdrawn,8249.0
41801,"22Ξ ($72,242)",,,"May 03, 2021",Offered,8249.0
41802,"21.40Ξ ($49,821)",0x9113d4,0x6ef237,"Apr 23, 2021",Sold,8249.0
41803,"21.40Ξ ($46,888)",,,"Apr 23, 2021",Offered,8249.0
41804,"22.40Ξ ($50,547)",,,"Apr 19, 2021",Offered,8249.0
41805,"25Ξ ($61,689)",,,"Apr 15, 2021",Offered,8249.0
41806,"28Ξ ($69,162)",,,"Apr 15, 2021",Offered,8249.0
41807,"35Ξ ($77,454)",,,"Apr 13, 2021",Offered,8249.0
41808,"29Ξ ($63,287)",,,"Apr 12, 2021",Offered,8249.0
41809,"20Ξ ($41,408)",0xf3fd33,,"Apr 09, 2021",Bid Withdrawn,8249.0
41810,"20Ξ ($41,408)",0xf3fd33,,"Apr 09, 2021",Bid,8249.0
41811,"21Ξ ($43,925)",,,"Apr 07, 2021",Offered,8249.0
41812,"22Ξ ($46,906)",,,"Apr 06, 2021",Offered,8249.0
41813,"24Ξ ($41,121)",,,"Mar 24, 2021",Offered,8249.0
41814,"26Ξ ($43,725)",,,"Mar 23, 2021",Offered,8249.0
41815,"27Ξ ($48,532)",,,"Mar 22, 2021",Offered,8249.0
41816,"29Ξ ($52,460)",,,"Mar 18, 2021",Offered,8249.0
41817,"38Ξ ($67,654)",,,"Mar 17, 2021",Offered,8249.0
41818,"39Ξ ($70,356)",,,"Mar 16, 2021",Offered,8249.0
41819,"41Ξ ($72,768)",,,"Mar 15, 2021",Offered,8249.0
41820,"39Ξ ($69,159)",,,"Mar 15, 2021",Offered,8249.0
41821,"35Ξ ($67,474)",,,"Mar 14, 2021",Offered,8249.0
41822,"20.50Ξ ($35,638)",0x97920e,,"Mar 12, 2021",Bid Withdrawn,8249.0
41823,"20.50Ξ ($35,638)",0x97920e,,"Mar 12, 2021",Bid,8249.0
41824,"23Ξ ($41,052)",,,"Mar 12, 2021",Offered,8249.0
41825,"24Ξ ($43,787)",,,"Mar 12, 2021",Offered,8249.0
41826,"26Ξ ($46,166)",,,"Mar 11, 2021",Offered,8249.0
41827,"39Ξ ($71,049)",,,"Mar 10, 2021",Offered,8249.0
41828,"55Ξ ($91,864)",,,"Mar 06, 2021",Offered,8249.0
41829,"42Ξ ($67,244)",,,"Mar 06, 2021",Offered,8249.0
41830,"45Ξ ($69,317)",,,"Mar 06, 2021",Offered,8249.0
41831,"37Ξ ($57,228)",,,"Mar 06, 2021",Offered,8249.0
41832,"49Ξ ($72,212)",,,"Mar 05, 2021",Offered,8249.0
41833,"55Ξ ($80,682)",,,"Mar 05, 2021",Offered,8249.0
41834,"59Ξ ($86,981)",,,"Mar 05, 2021",Offered,8249.0
41835,"67Ξ ($103,426)",,,"Mar 05, 2021",Offered,8249.0
41836,"75Ξ ($118,175)",,,"Mar 04, 2021",Offered,8249.0
41837,"85Ξ ($133,343)",,,"Mar 04, 2021",Offered,8249.0
41838,"99Ξ ($152,960)",,,"Mar 04, 2021",Offered,8249.0
41839,"132Ξ ($208,907)",,,"Mar 04, 2021",Offered,8249.0
41840,"89Ξ ($144,667)",,,"Mar 03, 2021",Offered,8249.0
41841,"95Ξ ($152,249)",,,"Mar 03, 2021",Offered,8249.0
41842,"99Ξ ($159,432)",,,"Mar 03, 2021",Offered,8249.0
41843,"109Ξ ($175,250)",,,"Mar 03, 2021",Offered,8249.0
41844,"113Ξ ($176,009)",,,"Mar 02, 2021",Offered,8249.0
41845,"115Ξ ($180,123)",,,"Mar 02, 2021",Offered,8249.0
41846,"119Ξ ($186,544)",,,"Mar 02, 2021",Offered,8249.0
41847,"125Ξ ($197,380)",,,"Mar 02, 2021",Offered,8249.0
41848,"127Ξ ($192,207)",,,"Mar 01, 2021",Offered,8249.0
41849,"135Ξ ($200,031)",,,"Feb 26, 2021",Offered,8249.0
41850,"149Ξ ($272,522)",,,"Feb 22, 2021",Offered,8249.0
41851,"111Ξ ($216,074)",,,"Feb 21, 2021",Offered,8249.0
41852,"99Ξ ($191,447)",,,"Feb 19, 2021",Offered,8249.0
41853,"66Ξ ($118,052)",,,"Feb 10, 2021",Offered,8249.0
41854,888Ξ ($1.28M),,,"Feb 02, 2021",Offered,8249.0
41855,"95Ξ ($132,243)",,,"Jan 25, 2021",Offered,8249.0
41856,,WrappedC…,0x9113d4,"Jan 25, 2021",(Unwrap),8249.0
41857,,0x91cc73,WrappedC…,"Sep 22, 2020",(Wrap),8249.0
41858,,0x9113d4,0x91cc73,"Sep 22, 2020",Transfer,8249.0
41859,"95Ξ ($18,155)",,,"Oct 29, 2019",Offered,8249.0
41860,"500Ξ ($148,310)",,,"Aug 13, 2017",Offered,8249.0
41861,0.18Ξ ($53),0xd8e806,0x9113d4,"Aug 13, 2017",Sold,8249.0
41862,0.18Ξ ($55),,,"Aug 12, 2017",Offered,8249.0
41863,0.20Ξ ($62),,,"Aug 12, 2017",Offered,8249.0
41864,0.23Ξ ($71),,,"Aug 12, 2017",Offered,8249.0
41865,,,,"Aug 10, 2017",Offer Withdrawn,8249.0
41866,0.30Ξ ($89),,,"Aug 09, 2017",Offered,8249.0
41867,0.35Ξ ($104),,,"Aug 08, 2017",Offered,8249.0
41868,,,,"Jul 22, 2017",Offer Withdrawn,8249.0
41869,0.39Ξ ($84),,,"Jul 21, 2017",Offered,8249.0
41870,0.30Ξ ($58),0xbc081c,0xd8e806,"Jul 19, 2017",Sold,8249.0
41871,0.30Ξ ($58),,,"Jul 19, 2017",Offered,8249.0
41872,,,0xbc081c,"Jun 23, 2017",Claimed,8249.0
41873,,,,"Mar 01, 2021",Offer Withdrawn,8250.0
41874,"38.95Ξ ($61,799)",,,"Feb 25, 2021",Offered,8250.0
41875,,,,"Feb 21, 2021",Offer Withdrawn,8250.0
41876,"24.95Ξ ($48,865)",,,"Feb 19, 2021",Offered,8250.0
41877,,Dude_Nak…,0xc04f55,"Feb 19, 2021",Transfer,8250.0
41878,0.35Ξ ($60),0x00d7c9,Dude_Nak…,"Apr 21, 2019",Sold,8250.0
41879,0.35Ξ ($61),Dude_Nak…,,"Apr 20, 2019",Bid,8250.0
41880,,,0x00d7c9,"Jun 23, 2017",Claimed,8250.0
41881,0.65Ξ ($184),Zieg,0x7760e0,"Sep 20, 2017",Sold,8251.0
41882,,Spilliae…,Zieg,"Jul 18, 2017",Transfer,8251.0
41883,0.65Ξ ($160),0x7760e0,,"Jul 08, 2017",Bid,8251.0
41884,0.65Ξ ($173),0x6611fe,,"Jul 06, 2017",Bid,8251.0
41885,0.31Ξ ($82),0x717403,,"Jul 06, 2017",Bid,8251.0
41886,0.31Ξ ($82),0x6611fe,,"Jul 06, 2017",Bid,8251.0
41887,0.05Ξ ($14),0x717403,,"Jun 25, 2017",Bid,8251.0
41888,,,Spilliae…,"Jun 23, 2017",Claimed,8251.0
41889,"1Ξ ($2,252)",0xe6b221,,"May 30, 2021",Bid,8252.0
41890,0.51Ξ ($44),0xe45df5,0xc352b5,"Dec 13, 2018",Sold,8252.0
41891,0.51Ξ ($44),,,"Dec 13, 2018",Offered,8252.0
41892,0.05Ξ ($13),0x717403,,"Jun 26, 2017",Bid,8252.0
41893,1.40Ξ ($426),,,"Jun 24, 2017",Offered,8252.0
41894,,,0xe45df5,"Jun 23, 2017",Claimed,8252.0
41895,,0x50dd57,0x865904,"May 14, 2021",Transfer,8253.0
41896,,0xfc2a61,0x50dd57,"Apr 01, 2021",Transfer,8253.0
41897,,,,"Apr 01, 2021",Offer Withdrawn,8253.0
41898,"100Ξ ($179,261)",,,"Mar 16, 2021",Offered,8253.0
41899,"28.25Ξ ($54,380)",0xdcf227,0xfc2a61,"Feb 21, 2021",Sold,8253.0
41900,"28.25Ξ ($55,195)",,,"Feb 21, 2021",Offered,8253.0
41901,"29.25Ξ ($57,149)",,,"Feb 21, 2021",Offered,8253.0
41902,"25Ξ ($49,323)",0xe96c3e,0xdcf227,"Feb 21, 2021",Sold,8253.0
41903,"25Ξ ($45,502)",,,"Feb 17, 2021",Offered,8253.0
41904,,el,0xe96c3e,"Oct 17, 2019",Transfer,8253.0
41905,0.25Ξ ($41),Deepyr,,"Apr 30, 2019",Bid Withdrawn,8253.0
41906,0.57Ξ ($81),0xe45df5,el,"Mar 31, 2019",Sold,8253.0
41907,0.25Ξ ($34),Deepyr,,"Mar 15, 2019",Bid,8253.0
41908,0.57Ξ ($49),,,"Dec 13, 2018",Offered,8253.0
41909,4Ξ ($983),,,"Jul 08, 2017",Offered,8253.0
41910,0.99Ξ ($281),,,"Jul 02, 2017",Offered,8253.0
41911,,,,"Jul 02, 2017",Offer Withdrawn,8253.0
41912,0.05Ξ ($13),0x717403,,"Jun 26, 2017",Bid,8253.0
41913,0.49Ξ ($137),,,"Jun 25, 2017",Offered,8253.0
41914,,,0xe45df5,"Jun 23, 2017",Claimed,8253.0
41915,,snowfro,Snowfro,"Apr 29, 2019",Transfer,8254.0
41916,1.30Ξ ($205),0xe45df5,snowfro,"Apr 28, 2019",Sold,8254.0
41917,1.30Ξ ($396),,,"Jun 24, 2017",Offered,8254.0
41918,,,0xe45df5,"Jun 23, 2017",Claimed,8254.0
41919,0.39Ξ ($105),0xe45df5,0x00b278,"Jul 04, 2017",Sold,8255.0
41920,0.39Ξ ($108),,,"Jul 03, 2017",Offered,8255.0
41921,,,,"Jul 03, 2017",Offer Withdrawn,8255.0
41922,"12Ξ ($3,352)",,,"Jun 25, 2017",Offered,8255.0
41923,"4.89Ξ ($1,366)",,,"Jun 25, 2017",Offered,8255.0
41924,,,0xe45df5,"Jun 23, 2017",Claimed,8255.0
41925,"1Ξ ($3,284)",seanfine…,,"May 03, 2021",Bid Withdrawn,8256.0
41926,"1Ξ ($2,752)",seanfine…,,"Apr 30, 2021",Bid,8256.0
41927,0.45Ξ ($163),plor,,"Oct 09, 2020",Bid,8256.0
41928,0.27Ξ ($23),0xe45df5,0xc352b5,"Dec 13, 2018",Sold,8256.0
41929,0.27Ξ ($23),,,"Dec 13, 2018",Offered,8256.0
41930,0.05Ξ ($13),0x717403,,"Jun 26, 2017",Bid,8256.0
41931,1Ξ ($305),,,"Jun 24, 2017",Offered,8256.0
41932,,,0xe45df5,"Jun 23, 2017",Claimed,8256.0
41933,,Wilcox,wilcox.e…,"Apr 25, 2021",Transfer,8257.0
41934,,0x00d7c9,Wilcox,"Sep 10, 2019",Transfer,8257.0
41935,1Ξ ($306),,,"Jul 07, 2019",Offered,8257.0
41936,,,0x00d7c9,"Jun 23, 2017",Claimed,8257.0
41937,,0x133524,0xd79b93,"May 05, 2021",Transfer,8258.0
41938,"2Ξ ($2,798)",0xa7eba7,,"Feb 28, 2021",Bid Withdrawn,8258.0
41939,"2Ξ ($2,755)",0xa7eba7,,"Jan 19, 2021",Bid,8258.0
41940,0.05Ξ ($14),0x717403,,"Jun 25, 2017",Bid,8258.0
41941,,,0x133524,"Jun 23, 2017",Claimed,8258.0
41942,"35.80Ξ ($119,694)",,,"May 18, 2021",Offered,8259.0
41943,,0x133524,0xd79b93,"May 05, 2021",Transfer,8259.0
41944,0.05Ξ ($13),0x717403,,"Jun 26, 2017",Bid,8259.0
41945,,,0x133524,"Jun 23, 2017",Claimed,8259.0
41946,"30Ξ ($68,299)",wookie.e…,,"May 23, 2021",Bid Withdrawn,8260.0
41947,"30Ξ ($72,843)",wookie.e…,,"May 21, 2021",Bid,8260.0
41948,"33Ξ ($59,948)",pelvis.e…,,"Feb 15, 2021",Bid Withdrawn,8260.0
41949,"33Ξ ($59,510)",pelvis.e…,,"Feb 13, 2021",Bid,8260.0
41950,,,,"Sep 14, 2020",Offer Withdrawn,8260.0
41951,"29Ξ ($6,816)",,,"May 31, 2020",Offered,8260.0
41952,"6Ξ ($1,418)",natealex,,"May 30, 2020",Bid Withdrawn,8260.0
41953,"6Ξ ($1,317)",natealex,,"May 30, 2020",Bid,8260.0
41954,0.14Ξ ($105),0x58164b,Kenney,"May 07, 2018",Sold,8260.0
41955,0.14Ξ ($96),Kenney,,"May 02, 2018",Bid,8260.0
41956,0.13Ξ ($81),jmg,,"Apr 22, 2018",Bid,8260.0
41957,0.12Ξ ($61),Dude_Nak…,,"Apr 16, 2018",Bid Withdrawn,8260.0
41958,0.12Ξ ($45),Dude_Nak…,,"Apr 04, 2018",Bid,8260.0
41959,0.32Ξ ($102),0x5b098b,,"Sep 05, 2017",Bid Withdrawn,8260.0
41960,,,,"Jul 30, 2017",Offer Withdrawn,8260.0
41961,1.50Ξ ($295),,,"Jul 30, 2017",Offered,8260.0
41962,,,,"Jul 30, 2017",Offer Withdrawn,8260.0
41963,0.32Ξ ($61),0x5b098b,,"Jul 11, 2017",Bid,8260.0
41964,"82Ξ ($19,757)",,,"Jul 07, 2017",Offered,8260.0
41965,0.06Ξ ($15),0x9be1c7,,"Jun 26, 2017",Bid,8260.0
41966,,,0x58164b,"Jun 23, 2017",Claimed,8260.0
41967,,,0x6f4a2d,"Jun 23, 2017",Claimed,8261.0
41968,,shilpixe…,0xfe2023,"May 10, 2021",Transfer,8262.0
41969,"29Ξ ($61,937)",0x7a3588,shilpixe…,"Apr 11, 2021",Sold,8262.0
41970,"29Ξ ($47,107)",,,"Mar 26, 2021",Offered,8262.0
41971,"58Ξ ($114,433)",,,"Feb 20, 2021",Offered,8262.0
41972,"9.75Ξ ($17,682)",CPyrc,0x7a3588,"Feb 17, 2021",Sold,8262.0
41973,"9.75Ξ ($17,362)",,,"Feb 15, 2021",Offered,8262.0
41974,"8.08Ξ ($14,388)",0xa546cf,CPyrc,"Feb 15, 2021",Sold,8262.0
41975,"8.08Ξ ($14,388)",,,"Feb 15, 2021",Offered,8262.0
41976,"8.49Ξ ($14,604)",,,"Feb 15, 2021",Offered,8262.0
41977,"9.90Ξ ($12,261)",,,"Jan 23, 2021",Offered,8262.0
41978,"14.20Ξ ($10,542)",,,"Dec 31, 2020",Offered,8262.0
41979,"5.50Ξ ($4,033)",Korniej,0xa546cf,"Dec 30, 2020",Sold,8262.0
41980,"5.50Ξ ($4,053)",0xa546cf,,"Dec 30, 2020",Bid,8262.0
41981,"6Ξ ($3,095)",,,"Nov 26, 2020",Offered,8262.0
41982,,,,"Oct 22, 2020",Offer Withdrawn,8262.0
41983,"12Ξ ($4,415)",,,"Oct 17, 2020",Offered,8262.0
41984,,WrappedC…,Korniej,"Sep 27, 2020",(Unwrap),8262.0
41985,2.85Ξ ($969),Pixls,Korniej,"Sep 23, 2020",Sold,8262.0
41986,1.99Ξ ($736),Carlini8,Pixls,"Sep 15, 2020",Sold,8262.0
41987,,0xaadfe3,WrappedC…,"Sep 15, 2020",(Wrap),8262.0
41988,,Carlini8,0xaadfe3,"Sep 15, 2020",Transfer,8262.0
41989,,,,"Sep 14, 2020",Offer Withdrawn,8262.0
41990,2Ξ ($467),,,"Jul 06, 2020",Offered,8262.0
41991,1Ξ ($227),,,"Jul 03, 2020",Offered,8262.0
41992,3Ξ ($602),,,"May 26, 2020",Offered,8262.0
41993,1.30Ξ ($261),Hemba,Carlini8,"May 26, 2020",Sold,8262.0
41994,1.30Ξ ($266),,,"May 26, 2020",Offered,8262.0
41995,1.22Ξ ($210),,,"Jan 19, 2020",Offered,8262.0
41996,,,Hemba,"Jun 23, 2017",Claimed,8262.0
41997,"35.49Ξ ($68,035)",crazyrar…,fazebank…,"Jul 18, 2021",Sold,8264.0
41998,"30Ξ ($57,105)",0xbbc30d,,"Jul 17, 2021",Bid Withdrawn,8264.0
41999,"30Ξ ($56,043)",0xbbc30d,,"Jul 17, 2021",Bid,8264.0
42000,"35.49Ξ ($66,299)",,,"Jul 17, 2021",Offered,8264.0
42001,"35.99Ξ ($70,094)",,,"Jul 16, 2021",Offered,8264.0
42002,"28.88Ξ ($55,045)",daddykal…,,"Jul 15, 2021",Bid Withdrawn,8264.0
42003,"28.88Ξ ($57,793)",daddykal…,,"Jul 14, 2021",Bid,8264.0
42004,"36.50Ξ ($72,582)",,,"Jul 14, 2021",Offered,8264.0
42005,"34.99Ξ ($69,580)",,,"Jul 14, 2021",Offered,8264.0
42006,"26.69Ξ ($50,390)",daddykal…,,"Jul 14, 2021",Bid Withdrawn,8264.0
42007,"26.69Ξ ($50,504)",daddykal…,,"Jul 14, 2021",Bid,8264.0
42008,"38.99Ξ ($75,719)",,,"Jul 14, 2021",Offered,8264.0
42009,,,,"Jul 13, 2021",Offer Withdrawn,8264.0
42010,"38.99Ξ ($82,702)",,,"Jul 02, 2021",Offered,8264.0
42011,"35Ξ ($82,137)",,,"Jun 11, 2021",Offered,8264.0
42012,"40Ξ ($99,604)",,,"May 28, 2021",Offered,8264.0
42013,,,,"May 26, 2021",Offer Withdrawn,8264.0
42014,"32Ξ ($65,034)",,,"May 23, 2021",Offered,8264.0
42015,,,,"May 22, 2021",Offer Withdrawn,8264.0
42016,"30Ξ ($82,391)",,,"May 20, 2021",Offered,8264.0
42017,"31Ξ ($81,859)",,,"May 20, 2021",Offered,8264.0
42018,"32Ξ ($83,983)",,,"May 19, 2021",Offered,8264.0
42019,"33.99Ξ ($140,494)",,,"May 12, 2021",Offered,8264.0
42020,"34.99Ξ ($136,525)",,,"May 09, 2021",Offered,8264.0
42021,"49Ξ ($187,543)",,,"May 08, 2021",Offered,8264.0
42022,,,,"May 06, 2021",Offer Withdrawn,8264.0
42023,"37Ξ ($130,000)",,,"May 05, 2021",Offered,8264.0
42024,"38Ξ ($104,456)",,,"Apr 29, 2021",Offered,8264.0
42025,"39Ξ ($90,924)",,,"Apr 24, 2021",Offered,8264.0
42026,"42Ξ ($99,578)",,,"Apr 21, 2021",Offered,8264.0
42027,"33Ξ ($81,077)",0x577ebc,crazyrar…,"Apr 15, 2021",Sold,8264.0
42028,"33Ξ ($80,559)",crazyrar…,,"Apr 15, 2021",Bid,8264.0
42029,,0xcbd482,0x577ebc,"Jan 31, 2021",Transfer,8264.0
42030,,,0xcbd482,"Jun 23, 2017",Claimed,8264.0
42031,,0xe1cd08,realbudd…,"Apr 05, 2021",Transfer,8265.0
42032,"30Ξ ($52,242)",crazyrar…,,"Mar 08, 2021",Bid Withdrawn,8265.0
42033,"30Ξ ($51,592)",crazyrar…,,"Mar 08, 2021",Bid,8265.0
42034,"15Ξ ($27,424)",0x0503ed,,"Feb 12, 2021",Bid Withdrawn,8265.0
42035,"15Ξ ($24,502)",0x0503ed,,"Feb 08, 2021",Bid,8265.0
42036,"10Ξ ($16,449)",0x7a5d59,,"Feb 08, 2021",Bid,8265.0
42037,"7.50Ξ ($12,244)",0xe369a8,,"Feb 08, 2021",Bid,8265.0
42038,0.05Ξ ($14),0x717403,,"Jun 25, 2017",Bid,8265.0
42039,,,0xe1cd08,"Jun 23, 2017",Claimed,8265.0
42040,,0xd2ac50,WrappedC…,"Apr 20, 2021",(Wrap),8266.0
42041,,0xc02322,0xd2ac50,"Apr 20, 2021",Transfer,8266.0
42042,,0x938bd2,0xc02322,"Apr 19, 2021",Transfer,8266.0
42043,,0x577ebc,0x938bd2,"Feb 06, 2021",Transfer,8266.0
42044,,0xcbd482,0x577ebc,"Jan 31, 2021",Transfer,8266.0
42045,,,0xcbd482,"Jun 23, 2017",Claimed,8266.0
42046,,0x7e5280,0x0601d0,"Jun 05, 2019",Transfer,8267.0
42047,0.85Ξ ($222),Dude_Nak…,0x7e5280,"May 19, 2019",Sold,8267.0
42048,0.85Ξ ($222),,,"May 19, 2019",Offered,8267.0
42049,0.08Ξ ($16),0x58164b,Dude_Nak…,"Oct 14, 2018",Sold,8267.0
42050,0.08Ξ ($37),Dude_Nak…,,"Jul 28, 2018",Bid,8267.0
42051,0.12Ξ ($70),Kenney,,"May 25, 2018",Bid Withdrawn,8267.0
42052,0.12Ξ ($77),Kenney,,"Apr 23, 2018",Bid,8267.0
42053,0.11Ξ ($68),Dude_Nak…,,"Apr 22, 2018",Bid,8267.0
42054,0.08Ξ ($50),jmg,,"Apr 22, 2018",Bid,8267.0
42055,0.12Ξ ($44),Kenney,,"Apr 06, 2018",Bid Withdrawn,8267.0
42056,0.12Ξ ($45),Kenney,,"Apr 04, 2018",Bid,8267.0
