,Amount,From,To,Txn,Type,punk_id
19294,4.70Ξ ($959),Thing,,"May 26, 2020",Bid,6543.0
19295,,,,"May 17, 2020",Offer Withdrawn,6543.0
19296,3.95Ξ ($758),,,"May 10, 2020",Offered,6543.0
19297,3.49Ξ ($670),,,"May 10, 2020",Offered,6543.0
19298,0.10Ξ ($62),0x58164b,Dude_Nak…,"Apr 22, 2018",Sold,6543.0
19299,0.10Ξ ($38),Dude_Nak…,,"Apr 04, 2018",Bid,6543.0
19300,<0.01Ξ ($2),0x7e2d1c,,"Jul 14, 2017",Bid Withdrawn,6543.0
19301,<0.01Ξ ($2),0x7e2d1c,,"Jul 14, 2017",Bid,6543.0
19302,,,0x58164b,"Jun 23, 2017",Claimed,6543.0
19303,"32Ξ ($61,048)",0xb16386,,"Jul 17, 2021",Bid Withdrawn,6544.0
19304,"32Ξ ($60,883)",0xb16386,,"Jul 17, 2021",Bid,6544.0
19305,"31Ξ ($58,981)",0xb16386,,"Jul 17, 2021",Bid Withdrawn,6544.0
19306,"31Ξ ($58,981)",0xb16386,,"Jul 17, 2021",Bid,6544.0
19307,"28.50Ξ ($54,224)",0xb16386,,"Jul 17, 2021",Bid Withdrawn,6544.0
19308,"28.50Ξ ($54,224)",0xb16386,,"Jul 17, 2021",Bid,6544.0
19309,"33Ξ ($62,786)",,,"Jul 17, 2021",Offered,6544.0
19310,"28Ξ ($52,282)",0x75760a,,"Jul 17, 2021",Bid Withdrawn,6544.0
19311,"28Ξ ($53,292)",0x75760a,,"Jul 16, 2021",Bid,6544.0
19312,"29Ξ ($56,805)",0x75760a,,"Jul 13, 2021",Bid Withdrawn,6544.0
19313,"29Ξ ($57,580)",0x75760a,,"Jul 13, 2021",Bid,6544.0
19314,"34.99Ξ ($77,835)",,,"Jun 30, 2021",Offered,6544.0
19315,"21Ξ ($57,802)",0x18c32a,,"May 27, 2021",Bid Withdrawn,6544.0
19316,"21Ξ ($58,638)",0x18c32a,,"May 27, 2021",Bid,6544.0
19317,"31Ξ ($86,560)",,,"May 27, 2021",Offered,6544.0
19318,"33Ξ ($134,283)",,,"May 12, 2021",Offered,6544.0
19319,"36Ξ ($136,412)",,,"May 09, 2021",Offered,6544.0
19320,"37Ξ ($129,513)",,,"May 07, 2021",Offered,6544.0
19321,"38Ξ ($130,507)",,,"May 05, 2021",Offered,6544.0
19322,"39Ξ ($129,788)",,,"May 04, 2021",Offered,6544.0
19323,"45Ξ ($111,040)",,,"Apr 15, 2021",Offered,6544.0
19324,,,,"Apr 09, 2021",Offer Withdrawn,6544.0
19325,,,,"Apr 09, 2021",Offer Withdrawn,6544.0
19326,"39Ξ ($81,588)",,,"Apr 03, 2021",Offered,6544.0
19327,"49Ξ ($87,669)",,,"Mar 21, 2021",Offered,6544.0
19328,"55Ξ ($102,140)",,,"Mar 14, 2021",Offered,6544.0
19329,"65Ξ ($95,205)",,,"Feb 27, 2021",Offered,6544.0
19330,"28.50Ξ ($55,684)",0x491be7,0xca37d8,"Feb 21, 2021",Sold,6544.0
19331,"28.50Ξ ($52,600)",,,"Feb 17, 2021",Offered,6544.0
19332,,WrappedC…,0x491be7,"Feb 17, 2021",(Unwrap),6544.0
19333,"4.45Ξ ($1,684)",Lmao,0x491be7,"Oct 20, 2020",Sold,6544.0
19334,,0x169aa4,WrappedC…,"Oct 08, 2020",(Wrap),6544.0
19335,,Lmao,0x169aa4,"Oct 08, 2020",Transfer,6544.0
19336,,,,"Oct 08, 2020",Offer Withdrawn,6544.0
19337,"12Ξ ($4,096)",,,"Oct 07, 2020",Offered,6544.0
19338,"25Ξ ($8,802)",,,"Oct 05, 2020",Offered,6544.0
19339,"5.80Ξ ($2,039)",parttty6,,"Oct 05, 2020",Bid Withdrawn,6544.0
19340,"6.25Ξ ($2,197)",Michel_M…,Lmao,"Oct 05, 2020",Sold,6544.0
19341,"5.80Ξ ($2,039)",parttty6,,"Oct 05, 2020",Bid,6544.0
19342,"5Ξ ($1,758)",Lmao,,"Oct 05, 2020",Bid,6544.0
19343,"6.25Ξ ($2,197)",,,"Oct 05, 2020",Offered,6544.0
19344,"5.60Ξ ($1,969)",parttty6,,"Oct 05, 2020",Bid Withdrawn,6544.0
19345,"5.60Ξ ($1,971)",parttty6,,"Oct 05, 2020",Bid,6544.0
19346,"5.40Ξ ($1,901)",parttty6,,"Oct 05, 2020",Bid Withdrawn,6544.0
19347,"6.45Ξ ($2,270)",,,"Oct 05, 2020",Offered,6544.0
19348,"5.40Ξ ($1,898)",parttty6,,"Oct 05, 2020",Bid,6544.0
19349,"5Ξ ($1,758)",parttty6,,"Oct 05, 2020",Bid Withdrawn,6544.0
19350,"5Ξ ($1,758)",parttty6,,"Oct 05, 2020",Bid,6544.0
19351,"6.70Ξ ($2,355)",,,"Oct 05, 2020",Offered,6544.0
19352,"6.99Ξ ($2,450)",,,"Oct 05, 2020",Offered,6544.0
19353,"7.25Ξ ($2,547)",,,"Oct 05, 2020",Offered,6544.0
19354,,WrappedC…,Michel_M…,"Sep 28, 2020",(Unwrap),6544.0
19355,,0x60207f,WrappedC…,"Sep 27, 2020",(Wrap),6544.0
19356,,Michel_M…,0x60207f,"Sep 27, 2020",Transfer,6544.0
19357,,,,"Sep 26, 2020",Offer Withdrawn,6544.0
19358,"8.50Ξ ($2,979)",,,"Sep 25, 2020",Offered,6544.0
19359,,WrappedC…,Michel_M…,"Sep 20, 2020",(Unwrap),6544.0
19360,,0x60207f,WrappedC…,"Sep 19, 2020",(Wrap),6544.0
19361,,Michel_M…,0x60207f,"Sep 19, 2020",Transfer,6544.0
19362,,,,"Sep 14, 2020",Offer Withdrawn,6544.0
19363,"2.90Ξ ($1,057)",,,"Sep 13, 2020",Offered,6544.0
19364,,,,"Jun 29, 2020",Offer Withdrawn,6544.0
19365,3Ξ ($682),,,"Jun 28, 2020",Offered,6544.0
19366,1.84Ξ ($419),NFTinTin,Michel_M…,"Jun 21, 2020",Sold,6544.0
19367,1.65Ξ ($376),Michel_M…,,"Jun 21, 2020",Bid Withdrawn,6544.0
19368,1.84Ξ ($419),,,"Jun 21, 2020",Offered,6544.0
19369,1.65Ξ ($379),Michel_M…,,"Jun 21, 2020",Bid,6544.0
19370,1.97Ξ ($455),,,"Jun 18, 2020",Offered,6544.0
19371,2.49Ξ ($519),,,"May 22, 2020",Offered,6544.0
19372,1.42Ξ ($301),,,"May 18, 2020",Offered,6544.0
19373,1.47Ξ ($245),,,"Jan 22, 2020",Offered,6544.0
19374,0.38Ξ ($46),ark1,NFTinTin,"Dec 17, 2019",Sold,6544.0
19375,0.38Ξ ($46),,,"Dec 17, 2019",Offered,6544.0
19376,0.25Ξ ($47),0x00d7c9,ark1,"Sep 15, 2019",Sold,6544.0
19377,0.25Ξ ($47),,ark1,"Sep 15, 2019",Offered,6544.0
19378,0.50Ξ ($106),,,"Aug 12, 2019",Offered,6544.0
19379,0.75Ξ ($230),,,"Jul 07, 2019",Offered,6544.0
19380,0.05Ξ ($16),0x717403,,"Jun 28, 2017",Bid Withdrawn,6544.0
19381,0.05Ξ ($14),0x717403,,"Jun 25, 2017",Bid,6544.0
19382,,,0x00d7c9,"Jun 23, 2017",Claimed,6544.0
19383,<0.01Ξ ($<0.01),“cryptop…,,"Jul 05, 2021",Bid,6545.0
19384,"21.99Ξ ($51,833)",,,"Jul 04, 2021",Offered,6545.0
19385,"31Ξ ($98,251)",,,"May 03, 2021",Offered,6545.0
19386,"20.50Ξ ($36,543)",wookie.e…,,"Mar 17, 2021",Bid Withdrawn,6545.0
19387,"27Ξ ($48,130)",,,"Mar 17, 2021",Offered,6545.0
19388,"21.95Ξ ($39,128)",0x494508,0x27c79a,"Mar 17, 2021",Sold,6545.0
19389,"20.50Ξ ($36,370)",wookie.e…,,"Mar 17, 2021",Bid,6545.0
19390,"21.95Ξ ($38,942)",,,"Mar 17, 2021",Offered,6545.0
19391,"24Ξ ($42,000)",,,"Mar 17, 2021",Offered,6545.0
19392,,WrappedC…,0x494508,"Mar 17, 2021",(Unwrap),6545.0
19393,"23Ξ ($41,612)",0x380236,0x494508,"Mar 16, 2021",Sold,6545.0
19394,"19Ξ ($34,213)",0x62bdc6,,"Mar 16, 2021",Bid Withdrawn,6545.0
19395,,0xc82b75,WrappedC…,"Mar 16, 2021",(Wrap),6545.0
19396,,0x380236,0xc82b75,"Mar 16, 2021",Transfer,6545.0
19397,"20.99Ξ ($37,930)",0x1a1f01,0x380236,"Mar 16, 2021",Sold,6545.0
19398,"19Ξ ($34,145)",0x62bdc6,,"Mar 16, 2021",Bid,6545.0
19399,"20.99Ξ ($37,721)",,,"Mar 16, 2021",Offered,6545.0
19400,"22.33Ξ ($39,174)",,,"Mar 16, 2021",Offered,6545.0
19401,"33.33Ξ ($49,000)",,,"Mar 02, 2021",Offered,6545.0
19402,,,,"Mar 02, 2021",Offer Withdrawn,6545.0
19403,"49.99Ξ ($80,018)",,,"Feb 24, 2021",Offered,6545.0
19404,,,,"Feb 21, 2021",Offer Withdrawn,6545.0
19405,"24.99Ξ ($50,374)",,,"Feb 20, 2021",Offered,6545.0
19406,"13.49Ξ ($26,121)",0x66f224,0x1a1f01,"Feb 18, 2021",Sold,6545.0
19407,"13.49Ξ ($26,121)",,,"Feb 18, 2021",Offered,6545.0
19408,,,,"Feb 18, 2021",Offer Withdrawn,6545.0
19409,"15Ξ ($29,020)",,,"Feb 18, 2021",Offered,6545.0
19410,"10.70Ξ ($19,460)",0xd3e2e7,0x66f224,"Feb 17, 2021",Sold,6545.0
19411,"10.70Ξ ($19,554)",,,"Feb 17, 2021",Offered,6545.0
19412,"4.90Ξ ($8,252)",ross_VRO…,0xd3e2e7,"Feb 06, 2021",Sold,6545.0
19413,"4.90Ξ ($8,315)",0xd3e2e7,,"Feb 06, 2021",Bid,6545.0
19414,"5.50Ξ ($8,467)",,,"Feb 03, 2021",Offered,6545.0
19415,"4.35Ξ ($5,381)",0x5b098b,ross_VRO…,"Jan 27, 2021",Sold,6545.0
19416,"4.35Ξ ($6,043)",,,"Jan 25, 2021",Offered,6545.0
19417,0.03Ξ ($9),0xff8414,,"Jun 24, 2017",Bid Withdrawn,6545.0
19418,0.03Ξ ($9),0xff8414,,"Jun 24, 2017",Bid,6545.0
19419,,,0x5b098b,"Jun 23, 2017",Claimed,6545.0
19420,"22Ξ ($89,017)",0x0e9aed,0x321022,"May 10, 2021",Sold,6546.0
19421,"22Ξ ($86,909)",0x321022,,"May 10, 2021",Bid,6546.0
19422,"21Ξ ($82,958)",0x321022,,"May 10, 2021",Bid Withdrawn,6546.0
19423,"22.99Ξ ($89,703)",,,"May 09, 2021",Offered,6546.0
19424,"21Ξ ($81,939)",0x321022,,"May 09, 2021",Bid,6546.0
19425,"20Ξ ($77,870)",0x6f64db,0x0e9aed,"May 09, 2021",Sold,6546.0
19426,"20Ξ ($77,870)",,,"May 09, 2021",Offered,6546.0
19427,"20.50Ξ ($70,977)",point-gr…,,"May 06, 2021",Bid Withdrawn,6546.0
19428,"20.50Ξ ($70,553)",point-gr…,,"May 06, 2021",Bid,6546.0
19429,"22.50Ξ ($77,436)",,,"May 06, 2021",Offered,6546.0
19430,"25Ξ ($83,872)",,,"May 05, 2021",Offered,6546.0
19431,"28Ξ ($88,743)",,,"May 03, 2021",Offered,6546.0
19432,"39.99Ξ ($82,274)",,,"Apr 08, 2021",Offered,6546.0
19433,"29Ξ ($59,318)",,,"Apr 08, 2021",Offered,6546.0
19434,,0xf1b658,0x6f64db,"Feb 14, 2021",Transfer,6546.0
19435,"12Ξ ($21,941)",,,"Feb 14, 2021",Offered,6546.0
19436,"9.50Ξ ($17,062)",,,"Feb 13, 2021",Offered,6546.0
19437,"9.99Ξ ($18,727)",,,"Feb 13, 2021",Offered,6546.0
19438,"8.75Ξ ($15,997)",,,"Feb 12, 2021",Offered,6546.0
19439,"9.99Ξ ($17,879)",,,"Feb 11, 2021",Offered,6546.0
19440,"10.49Ξ ($18,073)",,,"Feb 11, 2021",Offered,6546.0
19441,"8Ξ ($13,783)",0x09d408,0xf1b658,"Feb 11, 2021",Sold,6546.0
19442,"8Ξ ($13,072)",,,"Feb 03, 2021",Offered,6546.0
19443,"10Ξ ($13,058)",,,"Jan 29, 2021",Offered,6546.0
19444,"7.77Ξ ($9,849)",0x7f3560,0x09d408,"Jan 27, 2021",Sold,6546.0
19445,"7.77Ξ ($10,571)",,,"Jan 26, 2021",Offered,6546.0
19446,0.39Ξ ($48),ark1,0x7f3560,"Dec 17, 2019",Sold,6546.0
19447,0.39Ξ ($48),,,"Dec 17, 2019",Offered,6546.0
19448,1.99Ξ ($295),,,"Nov 26, 2019",Offered,6546.0
19449,0.25Ξ ($38),GtC,,"Nov 22, 2019",Bid Withdrawn,6546.0
19450,0.25Ξ ($40),GtC,,"Nov 21, 2019",Bid,6546.0
19451,0.25Ξ ($47),0x00d7c9,ark1,"Sep 15, 2019",Sold,6546.0
19452,0.25Ξ ($47),,ark1,"Sep 15, 2019",Offered,6546.0
19453,"4Ξ ($1,074)",,,"Jun 16, 2019",Offered,6546.0
19454,0.70Ξ ($119),,,"Apr 23, 2019",Offered,6546.0
19455,,,0x00d7c9,"Jun 23, 2017",Claimed,6546.0
19456,0.25Ξ ($472),0x85060f,,"Mar 13, 2021",Bid,6548.0
19457,0.02Ξ ($6),Dabdrago…,,"Nov 05, 2020",Bid,6548.0
19458,0Ξ ($3),0x80f119…,,"Jun 21, 2019",Bid,6548.0
19459,<0.01Ξ ($1),0x592b9f,,"Dec 23, 2018",Bid,6548.0
19460,0.49Ξ ($135),0x00bd3a,0x00b278,"Jul 03, 2017",Sold,6548.0
19461,0.49Ξ ($155),,,"Jun 28, 2017",Offered,6548.0
19462,0.03Ξ ($10),0x5b098b,0x00bd3a,"Jun 23, 2017",Sold,6548.0
19463,0.03Ξ ($10),,,"Jun 23, 2017",Offered,6548.0
19464,,,0x5b098b,"Jun 23, 2017",Claimed,6548.0
19465,"304Ξ ($998,260)",,,"May 03, 2021",Offered,6549.0
19466,,0xdf8b1a,0x54863d,"May 03, 2021",Transfer,6549.0
19467,0.05Ξ ($13),0x717403,,"Jul 04, 2017",Bid Withdrawn,6549.0
19468,,,,"Jun 27, 2017",Offer Withdrawn,6549.0
19469,0.20Ξ ($57),0x02751f,0xdf8b1a,"Jun 27, 2017",Sold,6549.0
19470,0.05Ξ ($13),0x717403,,"Jun 26, 2017",Bid,6549.0
19471,0.20Ξ ($56),,,"Jun 25, 2017",Offered,6549.0
19472,,,0x02751f,"Jun 23, 2017",Claimed,6549.0
19473,"29.99Ξ ($82,086)",,,"May 20, 2021",Offered,6550.0
19474,"23.49Ξ ($83,884)",0x7c2b65,0x7e152b,"May 06, 2021",Sold,6550.0
19475,"23.49Ξ ($76,378)",,,"May 04, 2021",Offered,6550.0
19476,"23.99Ξ ($78,207)",,,"May 03, 2021",Offered,6550.0
19477,"25.50Ξ ($80,820)",,,"May 03, 2021",Offered,6550.0
19478,"23.50Ξ ($74,563)",0xfc2a61,0x7c2b65,"May 03, 2021",Sold,6550.0
19479,"21Ξ ($51,122)",Gmugr,,"Apr 26, 2021",Bid Withdrawn,6550.0
19480,"21Ξ ($52,309)",Gmugr,,"Apr 26, 2021",Bid,6550.0
19481,"23.50Ξ ($59,096)",,,"Apr 26, 2021",Offered,6550.0
19482,"29.70Ξ ($72,503)",,,"Apr 15, 2021",Offered,6550.0
19483,,,,"Apr 08, 2021",Offer Withdrawn,6550.0
19484,"23Ξ ($41,538)",,,"Mar 31, 2021",Offered,6550.0
19485,"19.70Ξ ($38,490)",0x491be7,0xfc2a61,"Feb 21, 2021",Sold,6550.0
19486,"19.70Ξ ($36,359)",,,"Feb 17, 2021",Offered,6550.0
19487,,WrappedC…,0x491be7,"Feb 17, 2021",(Unwrap),6550.0
19488,"6.16Ξ ($2,172)",0x988860,0x491be7,"Sep 29, 2020",Sold,6550.0
19489,"2.90Ξ ($1,098)",oref,0x988860,"Sep 18, 2020",Sold,6550.0
19490,,0x51d64b,WrappedC…,"Sep 15, 2020",(Wrap),6550.0
19491,,oref,0x51d64b,"Sep 15, 2020",Transfer,6550.0
19492,,,,"Sep 15, 2020",Offer Withdrawn,6550.0
19493,"3.48Ξ ($1,272)",,,"Sep 15, 2020",Offered,6550.0
19494,2.50Ξ ($941),MrTpunks,oref,"Sep 15, 2020",Sold,6550.0
19495,2.50Ξ ($941),,,"Sep 15, 2020",Offered,6550.0
19496,,0x1f8add,MrTpunks,"May 24, 2020",Transfer,6550.0
19497,1Ξ ($214),Pranksy,,"May 20, 2020",Bid Withdrawn,6550.0
19498,1.19Ξ ($254),0x4c1bd9…,0x1f8add,"May 20, 2020",Sold,6550.0
19499,1Ξ ($214),Pranksy,,"May 20, 2020",Bid,6550.0
19500,1.19Ξ ($254),,,"May 20, 2020",Offered,6550.0
19501,,,,"May 08, 2020",Offer Withdrawn,6550.0
19502,1.33Ξ ($274),,,"May 07, 2020",Offered,6550.0
19503,1.50Ξ ($291),,,"Apr 25, 2020",Offered,6550.0
19504,,,,"Mar 01, 2020",Offer Withdrawn,6550.0
19505,1.25Ξ ($329),,,"Feb 16, 2020",Offered,6550.0
19506,0.65Ξ ($159),0xf5099e,0x4c1bd9…,"May 17, 2019",Sold,6550.0
19507,0.65Ξ ($120),,,"Sep 11, 2018",Offered,6550.0
19508,1Ξ ($295),,,"Aug 09, 2017",Offered,6550.0
19509,,0xa0a59c,0xf5099e,"Aug 04, 2017",Transfer,6550.0
19510,0.60Ξ ($118),0x02751f,0xa0a59c,"Jul 30, 2017",Sold,6550.0
19511,0.20Ξ ($39),,,"Jul 30, 2017",Offered,6550.0
19512,0.60Ξ ($114),,,"Jul 11, 2017",Offered,6550.0
19513,,,0x02751f,"Jun 23, 2017",Claimed,6550.0
19514,,0x938bd2,oniichan…,"Apr 23, 2021",Transfer,6551.0
19515,,0x577ebc,0x938bd2,"Feb 06, 2021",Transfer,6551.0
19516,,0xcbd482,0x577ebc,"Jan 30, 2021",Transfer,6551.0
19517,,,0xcbd482,"Jun 23, 2017",Claimed,6551.0
19518,"115Ξ ($286,234)",,,"Jun 11, 2021",Offered,6552.0
19519,,0x78b58e,0xdc25e8,"Jun 02, 2021",Transfer,6552.0
19520,"150Ξ ($413,361)",,,"May 27, 2021",Offered,6552.0
19521,,,,"May 11, 2021",Offer Withdrawn,6552.0
19522,"65Ξ ($217,485)",0xbb1ec7,,"May 04, 2021",Bid Withdrawn,6552.0
19523,"65Ξ ($215,522)",0xbb1ec7,,"May 03, 2021",Bid,6552.0
19524,"135Ξ ($401,047)",,,"May 02, 2021",Offered,6552.0
19525,"115Ξ ($260,143)",,,"Apr 13, 2021",Offered,6552.0
19526,"59Ξ ($125,962)",0x0a4eaf…,0x78b58e,"Apr 11, 2021",Sold,6552.0
19527,"59Ξ ($125,962)",,,"Apr 11, 2021",Offered,6552.0
19528,"5.25Ξ ($5,287)",Deeze,,"Jan 05, 2021",Bid Withdrawn,6552.0
19529,"5.25Ξ ($4,031)",Deeze,,"Jan 03, 2021",Bid,6552.0
19530,1Ξ ($167),jmg,,"Jan 21, 2020",Bid Withdrawn,6552.0
19531,1Ξ ($165),jmg,,"Jan 15, 2020",Bid,6552.0
19532,0.06Ξ ($33),Nalesnik…,,"Mar 20, 2018",Bid Withdrawn,6552.0
19533,0.06Ξ ($33),Nalesnik…,,"Mar 20, 2018",Bid,6552.0
19534,0.05Ξ ($15),0x8234be,0x0a4eaf…,"Sep 30, 2017",Sold,6552.0
19535,0.05Ξ ($15),0x0a4eaf…,,"Sep 30, 2017",Bid,6552.0
19536,0.51Ξ ($116),0xd8e806,,"Jul 18, 2017",Bid Withdrawn,6552.0
19537,0.51Ξ ($114),0xd8e806,,"Jul 12, 2017",Bid,6552.0
19538,0.25Ξ ($66),0x717403,,"Jul 06, 2017",Bid,6552.0
19539,0.25Ξ ($66),0x6611fe,,"Jul 06, 2017",Bid,6552.0
19540,0.05Ξ ($13),0x717403,,"Jun 26, 2017",Bid,6552.0
19541,,,0x8234be,"Jun 23, 2017",Claimed,6552.0
19542,"23Ξ ($74,980)",0x392d47,0x64756a,"May 03, 2021",Sold,6553.0
19543,"24.50Ξ ($77,650)",,,"May 03, 2021",Offered,6553.0
19544,"26.50Ξ ($83,989)",,,"May 03, 2021",Offered,6553.0
19545,"24.99Ξ ($79,203)",0x86f391,0x392d47,"May 03, 2021",Sold,6553.0
19546,"23Ξ ($73,141)",0x64756a,,"May 03, 2021",Bid,6553.0
19547,"24.99Ξ ($73,745)",,,"May 02, 2021",Offered,6553.0
19548,"26.50Ξ ($59,633)",,,"Apr 19, 2021",Offered,6553.0
19549,"18Ξ ($39,587)",0x449c69,,"Apr 18, 2021",Bid Withdrawn,6553.0
19550,"18Ξ ($38,752)",0x449c69,,"Apr 18, 2021",Bid,6553.0
19551,"24.50Ξ ($52,780)",,,"Apr 12, 2021",Offered,6553.0
19552,"25.50Ξ ($50,082)",,,"Apr 07, 2021",Offered,6553.0
19553,"17.98Ξ ($35,313)",,,"Apr 07, 2021",Offered,6553.0
19554,"28.11Ξ ($51,094)",,,"Mar 18, 2021",Offered,6553.0
19555,"25.25Ξ ($44,954)",,,"Mar 17, 2021",Offered,6553.0
19556,"25.99Ξ ($46,066)",,,"Mar 17, 2021",Offered,6553.0
19557,"26.69Ξ ($46,822)",,,"Mar 16, 2021",Offered,6553.0
19558,"24.99Ξ ($43,609)",0x577ebc,0x86f391,"Mar 16, 2021",Sold,6553.0
19559,"24.99Ξ ($43,609)",,,"Mar 16, 2021",Offered,6553.0
19560,,0xcbd482,0x577ebc,"Jan 30, 2021",Transfer,6553.0
19561,,,0xcbd482,"Jun 23, 2017",Claimed,6553.0
19562,0.05Ξ ($26),0x00d7c9,0x717403,"May 28, 2018",Sold,6554.0
19563,0.10Ξ ($59),,,"May 26, 2018",Offered,6554.0
19564,0.05Ξ ($14),0x717403,,"Jun 25, 2017",Bid,6554.0
19565,,,0x00d7c9,"Jun 23, 2017",Claimed,6554.0
19566,"24.88Ξ ($38,252)",0x13816f,0x658fe4,"Mar 04, 2021",Sold,6555.0
19567,"24.88Ξ ($40,018)",,,"Mar 03, 2021",Offered,6555.0
19568,"30Ξ ($56,924)",,,"Feb 18, 2021",Offered,6555.0
19569,,WrappedC…,0x13816f,"Feb 17, 2021",(Unwrap),6555.0
19570,"4Ξ ($1,433)",undefine…,0x13816f,"Sep 28, 2020",Sold,6555.0
19571,2.07Ξ ($801),0x11c9a7,undefine…,"Sep 18, 2020",Sold,6555.0
19572,1.85Ξ ($696),MrNFT,0x11c9a7,"Sep 15, 2020",Sold,6555.0
19573,1.40Ξ ($527),Pranksy,MrNFT,"Sep 14, 2020",Sold,6555.0
19574,,0x776758,WrappedC…,"Sep 11, 2020",(Wrap),6555.0
19575,,Pranksy,0x776758,"Sep 11, 2020",Transfer,6555.0
19576,1.42Ξ ($525),Shrugs,Pranksy,"Sep 11, 2020",Sold,6555.0
19577,1.42Ξ ($312),,,"May 28, 2020",Offered,6555.0
19578,1.50Ξ ($302),,,"May 26, 2020",Offered,6555.0
19579,0.29Ξ ($82),0x0b30fd,Shrugs,"Aug 15, 2018",Sold,6555.0
19580,0.29Ξ ($66),,,"Aug 01, 2017",Offered,6555.0
19581,,,0x0b30fd,"Jun 23, 2017",Claimed,6555.0
19582,,,,"Apr 13, 2021",Offer Withdrawn,6556.0
19583,"300Ξ ($642,285)",,0x983ace,"Apr 11, 2021",Offered,6556.0
19584,0.40Ξ ($97),0x00d7c9,,"Jul 07, 2017",Bid Withdrawn,6556.0
19585,0.40Ξ ($97),0x00d7c9,,"Jul 07, 2017",Bid,6556.0
19586,,,0x06bf2b,"Jun 23, 2017",Claimed,6556.0
19587,"50Ξ ($91,716)",,,"Mar 20, 2021",Offered,6557.0
19588,"4.99Ξ ($1,873)",VonMises,0x6f0e05,"Sep 15, 2020",Sold,6557.0
19589,"3.50Ξ ($1,324)",0x0601d0,,"Sep 15, 2020",Bid Withdrawn,6557.0
19590,"3.50Ξ ($1,306)",0x0601d0,,"Sep 14, 2020",Bid,6557.0
19591,"4.99Ξ ($1,862)",,,"Sep 12, 2020",Offered,6557.0
19592,"3.99Ξ ($1,477)",,,"Sep 10, 2020",Offered,6557.0
19593,"2.95Ξ ($1,092)",Dude_Nak…,VonMises,"Sep 10, 2020",Sold,6557.0
19594,1.50Ξ ($591),Michel_M…,,"Aug 07, 2020",Bid Withdrawn,6557.0
19595,1.50Ξ ($595),Michel_M…,,"Aug 06, 2020",Bid,6557.0
19596,"2.95Ξ ($1,049)",,,"Aug 01, 2020",Offered,6557.0
19597,1.30Ξ ($345),Thing,Dude_Nak…,"Feb 12, 2020",Sold,6557.0
19598,1.30Ξ ($346),Dude_Nak…,,"Feb 12, 2020",Bid,6557.0
19599,,0xde7460,Thing,"Jan 12, 2020",Transfer,6557.0
19600,0.66Ξ ($110),Dude_Nak…,0xde7460,"Sep 24, 2019",Sold,6557.0
19601,0.66Ξ ($137),0xde7460,,"Sep 17, 2019",Bid,6557.0
19602,0.79Ξ ($164),,,"Sep 17, 2019",Offered,6557.0
19603,0.50Ξ ($104),TokenAng…,,"Sep 17, 2019",Bid,6557.0
19604,0.35Ξ ($61),0x00d7c9,Dude_Nak…,"Apr 20, 2019",Sold,6557.0
19605,0.35Ξ ($61),Dude_Nak…,,"Apr 20, 2019",Bid,6557.0
19606,0.50Ξ ($87),,,"Apr 19, 2019",Offered,6557.0
19607,0.70Ξ ($122),,,"Apr 18, 2019",Offered,6557.0
19608,"3Ξ ($3,151)",,,"Jan 16, 2018",Offered,6557.0
19609,0.40Ξ ($544),,,"Jan 14, 2018",Offered,6557.0
19610,,,0x00d7c9,"Jun 23, 2017",Claimed,6557.0
19611,0.12Ξ ($83),0x00d7c9,0xa80be8…,"Dec 30, 2017",Sold,6558.0
19612,0.12Ξ ($83),0xa80be8…,,"Dec 30, 2017",Bid,6558.0
19613,0.15Ξ ($111),,,"Dec 29, 2017",Offered,6558.0
19614,,,0x00d7c9,"Jun 23, 2017",Claimed,6558.0
19615,,0xcbd482,0x577ebc,"Jan 30, 2021",Transfer,6559.0
19616,"6Ξ ($7,356)",0x4c9692,,"Jan 18, 2021",Bid Withdrawn,6559.0
19617,"6Ξ ($7,239)",0x4c9692,,"Jan 17, 2021",Bid,6559.0
19618,"5Ξ ($6,033)",ross_VRO…,,"Jan 17, 2021",Bid,6559.0
19619,0.40Ξ ($90),0x00bd3a,,"Jul 12, 2017",Bid Withdrawn,6559.0
19620,0.40Ξ ($98),0x00bd3a,,"Jul 08, 2017",Bid,6559.0
19621,0.06Ξ ($15),0x717403,,"Jun 26, 2017",Bid,6559.0
19622,0.06Ξ ($15),0x9be1c7,,"Jun 26, 2017",Bid,6559.0
19623,0.05Ξ ($13),0x717403,,"Jun 26, 2017",Bid,6559.0
19624,,,0xcbd482,"Jun 23, 2017",Claimed,6559.0
19625,"29.50Ξ ($61,698)",,,"Jun 28, 2021",Offered,6560.0
19626,0.07Ξ ($124),0x3f2de6,,"Jun 26, 2021",Bid,6560.0
19627,0.05Ξ ($16),0x7760e0,,"Jun 28, 2017",Bid,6560.0
19628,,,0x8b27de,"Jun 23, 2017",Claimed,6560.0
19629,,0x19a1be,WrappedC…,"Jul 16, 2021",(Wrap),6561.0
19630,,ryley-to…,0x19a1be,"Jul 16, 2021",Transfer,6561.0
19631,"19.20Ξ ($37,400)",0xb16386,ryley-to…,"Jul 16, 2021",Sold,6561.0
19632,"19.20Ξ ($37,400)",ryley-to…,,"Jul 16, 2021",Bid,6561.0
19633,"19.75Ξ ($38,490)",,,"Jul 16, 2021",Offered,6561.0
19634,"19.97Ξ ($38,027)",,,"Jul 16, 2021",Offered,6561.0
